frame,time_s,side,facing_direction,knee_internal_angle_deg,knee_flexion_deg,hip_internal_angle_deg,hip_flexion_deg,trunk_flexion_deg,ankle_internal_angle_deg,ankle_dorsiflexion_deg,foot_inclination_deg,foot_inclination_relative_deg,visibility,visibility_min,lowest_visibility_marker,shoulder_visibility,hip_visibility,knee_visibility,ankle_visibility,heel_visibility,foot_index_visibility
0,0.0,left,left,178.04083089548607,1.9591691045139328,177.74034984355717,-2.259650156442831,-2.687784705086976,87.29660856417998,2.9860986112682326,-1.1723568799502198,-3.0161353580199375,OK,0.8676906228065491,foot_index,0.9999960660934448,0.9989389777183533,0.9202548265457153,0.8859126567840576,0.8716710805892944,0.8676906228065491
1,0.04768538475036621,left,left,178.34207612316698,1.6579238768330242,177.55930794124225,-2.4406920587577474,-2.72246296484524,88.18169674946694,2.101010425981272,-0.4421502797875313,-2.285928757857249,OK,0.8721058368682861,foot_index,0.9999961256980896,0.9989613890647888,0.9242093563079834,0.8901501893997192,0.8768822550773621,0.8721058368682861
2,0.103363037109375,left,left,178.54055104278203,1.4594489572179725,177.43640756324123,-2.5635924367587677,-2.7454085583557837,89.9204256578886,0.3622815175596088,1.1980584935095706,-0.6457199845601451,OK,0.8708906173706055,foot_index,0.9999960064888,0.9989691376686096,0.9238086938858032,0.8892351984977722,0.8755290508270264,0.8708906173706055
3,0.15496563911437988,left,left,178.6415068610312,1.3584931389688109,177.36721170563524,-2.632788294364758,-2.755955521634751,90.73438691068677,-0.45167973523855665,1.9697128223855935,0.1259343443158798,OK,0.8697748780250549,foot_index,0.9999958276748657,0.9989733695983887,0.9237251281738281,0.8884972333908081,0.8744845390319824,0.8697748780250549
4,0.21544551849365234,left,left,178.69390140073665,1.3060985992633505,177.33856479456148,-2.661435205438522,-2.754620299504847,90.58920221715277,-0.3064950417045651,1.802115722349817,-0.04166275571989786,OK,0.8731410503387451,foot_index,0.999995768070221,0.9989814162254333,0.9273197650909424,0.8919576406478882,0.8781519532203674,0.8731410503387451
5,0.2743499279022217,left,left,178.7335949700554,1.2664050299445933,177.31910795868538,-2.680892041314621,-2.751840748802199,90.51978994431018,-0.237082768861967,1.7152462667672066,-0.12853221130251313,OK,0.8759276270866394,foot_index,0.9999957084655762,0.9989858865737915,0.9303568601608276,0.8948348164558411,0.8812375664710999,0.8759276270866394
6,0.31436657905578613,left,left,178.82771100656822,1.1722889934317777,177.20668449462895,-2.793315505371055,-2.875832916013334,89.69967993537048,0.5830272400777261,0.7894515181599753,-1.05432695990973,OK,0.8727798461914062,foot_index,0.9999957084655762,0.9989749789237976,0.9285773634910583,0.8918660879135132,0.8783798813819885,0.8727798461914062
7,0.37578868865966797,left,left,178.7521372437548,1.2478627562452118,177.15949479282065,-2.8405052071793477,-2.9004165409046134,90.09934588287942,0.1833612925687902,1.2872973053993757,-0.5564811726703454,OK,0.8730477094650269,foot_index,0.999995768070221,0.9989557266235352,0.9286048412322998,0.892134964466095,0.8783584833145142,0.8730477094650269
8,0.4240281581878662,left,left,178.69004577366513,1.3099542263348667,177.13515310581118,-2.8648468941888154,-2.916765506627065,90.40213691740618,-0.11942974195797262,1.660172531302822,-0.18360594676690312,OK,0.8727135062217712,foot_index,0.999995768070221,0.9989389777183533,0.9282107353210449,0.8918127417564392,0.8777114748954773,0.8727135062217712
9,0.4743680953979492,left,left,178.7063468878092,1.2936531121908104,177.06195489278846,-2.9380451072115363,-3.0139119402338004,90.28123509814738,0.0014720773008320975,1.4990213773159307,-0.34475710075378174,OK,0.869973361492157,foot_index,0.9999957084655762,0.9989445209503174,0.9244228005409241,0.8888925909996033,0.8715851306915283,0.869973361492157
10,0.5178530216217041,left,left,178.7175427493151,1.2824572506848995,177.01704911023378,-2.982950889766215,-3.0886491423067017,90.22307229414744,0.05963488130076655,1.399831292291852,-0.4439471857778585,OK,0.8669918775558472,heel,0.9999956488609314,0.9989500641822815,0.9215031862258911,0.8868016600608826,0.8669918775558472,0.8680248260498047
11,0.564500093460083,left,left,178.7996427354623,1.2003572645377005,176.955791400292,-3.044208599708014,-3.1071244272521703,90.34163778470072,-0.05893060925251348,1.4790792216943052,-0.3646992563754168,OK,0.8681057095527649,heel,0.9999957084655762,0.9989470839500427,0.9209614396095276,0.8882131576538086,0.8681057095527649,0.8697434663772583
12,0.6088166236877441,left,left,178.8661441090853,1.1338558909147025,176.89298788231022,-3.107012117689777,-3.1267371924567895,90.45043144069288,-0.1677242652446722,1.564562256840575,-0.2792162212291487,OK,0.8687920570373535,heel,0.999995768070221,0.9989425539970398,0.9202205538749695,0.8892233371734619,0.8687920570373535,0.8710681200027466
13,0.6473755836486816,left,left,178.8313244919243,1.1686755080756939,177.00661328723027,-2.993386712769734,-3.066507832595503,90.03668465512362,0.24602252032458694,1.1322390433735658,-0.7115394346961637,OK,0.8710046410560608,heel,0.999995768070221,0.9989340901374817,0.9204840064048767,0.8910593390464783,0.8710046410560608,0.8733034729957581
14,0.6952717304229736,left,left,178.7206814529368,1.2793185470632125,177.01761489882222,-2.9823851011777833,-3.1039838330800635,90.11197024929206,0.17073692615615244,1.2696900644530018,-0.574088413616721,OK,0.8729334473609924,heel,0.9999956488609314,0.9989163875579834,0.9217043519020081,0.8919836282730103,0.8729334473609924,0.8744624257087708
15,0.7516293525695801,left,left,178.67023896981698,1.3297610301830218,177.00785122085833,-2.9921487791416723,-3.13437267348202,90.25283024739718,0.029876928051024265,1.4403673832398445,-0.40341109482986326,OK,0.8748263716697693,heel,0.9999955296516418,0.9988998174667358,0.9230175018310547,0.8930378556251526,0.8748263716697693,0.8757032155990601
16,0.7913527488708496,left,left,178.70388026365077,1.296119736349226,176.89868846371147,-3.1013115362885344,-3.22308728601797,90.12308945023594,0.15961772521227147,1.297433436855757,-0.5463450412139537,OK,0.8760835528373718,foot_index,0.9999955892562866,0.9988909363746643,0.9231482148170471,0.8933413624763489,0.8762308955192566,0.8760835528373718
17,0.8419668674468994,left,left,178.77884307228751,1.2211569277124852,176.78075322400372,-3.2192467759962824,-3.3344233739942104,90.19513458467132,0.08757259077688673,1.3011149143858933,-0.5426635636838171,OK,0.8753546476364136,foot_index,0.9999956488609314,0.9988861680030823,0.9233748316764832,0.8927343487739563,0.876691460609436,0.8753546476364136
18,0.8917930126190186,left,left,178.7134807827811,1.2865192172189097,176.83992145613303,-3.160078543866973,-3.279693899712322,89.70410382234294,0.5786033531052652,0.871007683716509,-0.9727707943532096,OK,0.8742698431015015,heel,0.9999958872795105,0.9988651871681213,0.9168827533721924,0.8920310139656067,0.8742698431015015,0.8755322098731995
19,0.9410135746002197,left,left,178.68129384572833,1.3187061542716663,176.9104548875272,-3.0895451124727913,-3.2093168977847393,89.5942509003024,0.6884562751458105,0.793185269262104,-1.0505932088076122,OK,0.8730847835540771,heel,0.9999960660934448,0.9988543391227722,0.9114006161689758,0.8920527100563049,0.8730847835540771,0.8763412237167358
20,0.9872562885284424,left,left,178.4034792539711,1.5965207460288866,177.12791157801846,-2.8720884219815446,-3.1487683936372823,90.33520151145756,-0.05249433600934594,1.655042285830709,-0.18873619223901983,OK,0.8744329810142517,heel,0.9999961853027344,0.9988422393798828,0.9091339111328125,0.8943033814430237,0.8744329810142517,0.879139244556427
21,1.0238313674926758,left,left,178.83022800918184,1.1697719908181625,176.97850065320952,-3.0214993467904776,-3.1979580614447443,90.38236776593139,-0.09966059048318243,1.3756810420953063,-0.4680974359744141,OK,0.8785830736160278,heel,0.9999963641166687,0.9988482594490051,0.9081969857215881,0.8981383442878723,0.8785830736160278,0.8840093612670898
22,1.0775189399719238,left,left,179.03637284469517,0.9636271553048346,176.847396386006,-3.152603613993989,-3.2618461299145034,90.55126100459314,-0.26855382914493475,1.4056456439774672,-0.4381328340922437,OK,0.8815410137176514,heel,0.9999964833259583,0.998848557472229,0.9065122008323669,0.901176393032074,0.8815410137176514,0.8880102038383484
23,1.1196324825286865,left,left,179.14980549933313,0.8501945006668734,176.74759357542774,-3.252406424572257,-3.2962537959747347,90.75594900387992,-0.4732418284317106,1.5622961331443397,-0.28148234492536517,OK,0.8823327422142029,heel,0.9999964833259583,0.9988206624984741,0.9026753306388855,0.9019749760627747,0.8823327422142029,0.8898351192474365
24,1.1593897342681885,left,left,179.20512133452448,0.7948786654755224,176.72643543595782,-3.273564564042175,-3.2872159755794907,91.05523518485674,-0.7725280094085321,1.8364624387949746,-0.007316039274741115,OK,0.88243567943573,heel,0.9999964833259583,0.9987941384315491,0.8990187048912048,0.9023870825767517,0.88243567943573,0.891253650188446
25,1.2140660285949707,left,left,179.04164914255296,0.9583508574470443,176.83554245511917,-3.1644575448808325,-3.2941458383175837,91.12373446228742,-0.841027286839207,1.9523970262977004,0.10861854822798023,OK,0.8824359774589539,heel,0.9999966025352478,0.9987912774085999,0.8965411186218262,0.9034591317176819,0.8824359774589539,0.8929433822631836
26,1.258286714553833,left,left,178.97237261458815,1.0276273854118472,176.91513631919744,-3.084863680802556,-3.2816279710214125,91.34511458555464,-1.062407410106431,2.1759776807476676,0.33219920267794123,OK,0.8813972473144531,heel,0.9999966621398926,0.9987812042236328,0.8934664130210876,0.9035848379135132,0.8813972473144531,0.8935920596122742
27,1.3015785217285156,left,left,178.71183307110647,1.2881669288935313,176.934014786857,-3.0659852131429943,-3.3296425019150027,91.43250269497202,-1.1497955195238063,2.457012335093576,0.6132338570238574,OK,0.8805912733078003,heel,0.9999967217445374,0.9987932443618774,0.8908483386039734,0.9042463898658752,0.8805912733078003,0.8943885564804077
28,1.357224702835083,left,left,178.76707334416045,1.2329266558395489,176.9738059637969,-3.026194036203094,-3.3047480846382373,90.45290033816332,-0.17019316271510831,1.4072729455677264,-0.43650553250199664,OK,0.8781917095184326,heel,0.9999967813491821,0.9987938404083252,0.8869814276695251,0.9032752513885498,0.8781917095184326,0.8937885165214539
29,1.3940761089324951,left,left,178.81459123360196,1.1854087663980408,177.00118457588798,-2.998815424112024,-3.284952328443138,90.04970574748226,0.23300142796594514,0.9489776095492104,-0.8948008685205195,OK,0.8753907680511475,heel,0.9999968409538269,0.9987905025482178,0.8829396963119507,0.9018614292144775,0.8753907680511475,0.8927018642425537
