n_cycles,mean_bottom_cycle_percent,bottom_cycle_percent_sd,peak_knee_flexion_mean,peak_knee_flexion_timing_percent,knee_flexion_average_variability,peak_hip_flexion_mean,peak_hip_flexion_timing_percent,hip_flexion_average_variability,peak_trunk_flexion_mean,peak_trunk_flexion_timing_percent,trunk_flexion_average_variability,peak_ankle_dorsiflexion_mean,peak_ankle_dorsiflexion_timing_percent,ankle_dorsiflexion_average_variability,peak_foot_inclination_mean,peak_foot_inclination_timing_percent,foot_inclination_average_variability,mean_knee_descent_velocity_deg_s,mean_knee_ascent_velocity_deg_s,knee_velocity_average_variability
6,54.0,2.9,86.45,54.0,2.91,87.92,55.0,2.54,25.94,56.0,0.75,7.8,6.0,3.43,32.13,56.0,3.71,91.76,105.27,12.65
