n_cycles,mean_cycle_bottom_percent,mean_cycle_pelvis_peak_displacement,mean_cycle_left_peak_signed_deviation_percent,mean_cycle_left_peak_direction,mean_cycle_left_peak_timing_percent,mean_cycle_right_peak_signed_deviation_percent,mean_cycle_right_peak_direction,mean_cycle_right_peak_timing_percent,mean_cycle_peak_descent_velocity,mean_cycle_peak_descent_velocity_timing_percent,mean_cycle_peak_ascent_velocity,mean_cycle_peak_ascent_velocity_timing_percent,mean_cycle_pelvis_average_variability,mean_cycle_left_deviation_average_variability,mean_cycle_right_deviation_average_variability,mean_cycle_velocity_average_variability,mean_cycle_duration_s,mean_cycle_duration_sd_s,mean_descent_duration_s,mean_descent_duration_sd_s,mean_ascent_duration_s,mean_ascent_duration_sd_s
10,53.0,0.1031,12.48,varus,47.0,6.17,varus,40.0,0.1655,21.0,0.1874,84.0,0.015,7.84,8.22,0.0387,1.8,0.61,1.0,0.52,0.79,0.11
