frame,time_s,left_fppa,right_fppa,pelvis_y,visibility_check,left_alignment,right_alignment,left_alignment_index,right_alignment_index,left_signed_deviation_percent,right_signed_deviation_percent,left_knee_deviation_percent,right_knee_deviation_percent,pelvis_y_filtered,pelvis_velocity
13,0.7173428535461426,179.51164686670302,176.8766202883545,0.4263862669467926,OK,neutral,neutral,0.0021307337384990303,-0.013608222618466163,0.21307337384990302,-1.3608222618466164,0.21307337384990302,1.3608222618466164,0.4264628738164902,0.00037731636263771406
14,0.7717897891998291,179.50577488811643,176.85366277502445,0.4265701621770859,OK,neutral,neutral,0.0021562680979689357,-0.013705749191168059,0.21562680979689358,-1.370574919116806,0.21562680979689358,1.370574919116806,0.4264855831861495,0.0003895316634308088
15,0.8253836631774902,179.48082343551997,176.89217154615656,0.426574170589447,OK,neutral,neutral,0.002265122063345398,-0.013537845363242063,0.2265122063345398,-1.3537845363242063,0.2265122063345398,1.3537845363242063,0.42650500578539713,0.0003568559729036913
16,0.8811049461364746,179.49492130745745,176.83282693569674,0.4265378564596176,OK,neutral,neutral,0.0022036235557181426,-0.013796797480654783,0.22036235557181424,-1.3796797480654783,0.22036235557181424,1.3796797480654783,0.4265245688813073,0.00033118494353390204
17,0.9377622604370117,179.49741345135197,176.82278321272764,0.42656300961971283,OK,neutral,neutral,0.002192740744666484,-0.013841174914716151,0.21927407446664843,-1.3841174914716152,0.21927407446664843,1.3841174914716152,0.426542186311313,8.6538712615436e-05
18,0.9922623634338379,179.46129765497105,176.81813001444212,0.42650796473026276,OK,neutral,neutral,0.002350346838063141,-0.013861333365909357,0.23503468380631412,-1.3861333365909356,0.23503468380631412,1.3861333365909356,0.42653513806206833,7.480596090303493e-05
19,1.0520603656768799,179.4136484618163,176.85366337353267,0.4265325516462326,OK,neutral,neutral,0.0025582629710614035,-0.013705952812026787,0.25582629710614035,-1.3705952812026787,0.25582629710614035,1.3705952812026787,0.42655300455433987,0.00035027149802058233
20,1.109400749206543,179.39604873342742,176.85229580616928,0.4265095889568329,OK,neutral,neutral,0.002635050911732495,-0.013711124540200905,0.2635050911732495,-1.3711124540200905,0.2635050911732495,1.3711124540200905,0.4265759204115186,0.0005086377020981914
21,1.1623919010162354,179.4020708750123,176.84236264263552,0.42652082443237305,OK,neutral,neutral,0.0026087483901097303,-0.013753979039503641,0.260874839010973,-1.375397903950364,0.260874839010973,1.375397903950364,0.42660821122782566,0.0007066959380170879
22,1.2205829620361328,179.39987784025692,176.8339741632741,0.426699236035347,OK,neutral,neutral,0.0026183285882215392,-0.013787352425182446,0.2618328588221539,-1.3787352425182446,0.2618328588221539,1.3787352425182446,0.42665555434567587,0.0008743119160916635
23,1.2741289138793945,179.3968314700736,176.82593163664154,0.4266982674598694,OK,neutral,neutral,0.0026317179422505016,-0.013823308704369073,0.26317179422505016,-1.3823308704369073,0.26317179422505016,1.3823308704369073,0.42670536254133495,0.0009377666835410636
24,1.3307788372039795,179.3659534184804,176.8347682164551,0.4267890453338623,OK,neutral,neutral,0.0027664637085167585,-0.013785463571415694,0.27664637085167587,-1.3785463571415695,0.27664637085167587,1.3785463571415695,0.4267589407307761,0.000932286891844214
25,1.3874616622924805,179.293519330436,176.82727301131152,0.42683936655521393,OK,neutral,neutral,0.0030825198948730512,-0.013818327634787955,0.30825198948730514,-1.3818327634787955,0.30825198948730514,1.3818327634787955,0.4268110202891486,0.0006818988148098448
26,1.4434540271759033,179.24032701667664,176.82134665139827,0.42688120901584625,OK,neutral,neutral,0.003314620266368266,-0.013844327674661509,0.3314620266368266,-1.384432767466151,0.3314620266368266,1.384432767466151,0.4268360989434379,0.000440544407961152
27,1.4978907108306885,179.16185698619435,176.75770171678866,0.42688463628292084,OK,neutral,neutral,0.0036570128308417932,-0.014122004473879717,0.3657012830841793,-1.4122004473879717,0.3657012830841793,1.4122004473879717,0.42685969173908234,0.0003079249448068033
28,1.553938388824463,179.21217086979516,176.73516464721232,0.42688538134098053,OK,neutral,neutral,0.003437487760961551,-0.014220644816118427,0.3437487760961551,-1.4220644816118426,0.3437487760961551,1.4220644816118426,0.42686970957687914,0.00010452685300199605
29,1.6097018718719482,179.1604441031331,176.7433822699308,0.4268747866153717,OK,neutral,neutral,0.0036631796605482133,-0.014185596033483492,0.3663179660548213,-1.4185596033483492,0.3663179660548213,1.4185596033483492,0.4268714210816792,-1.1197661569539719e-05
30,1.666583776473999,179.13719961527508,176.71429000423404,0.4268634170293808,OK,neutral,neutral,0.0037646039386228384,-0.014316195786436446,0.37646039386228386,-1.4316195786436445,0.37646039386228386,1.4316195786436445,0.42686835357121056,-9.253295274413986e-05
31,1.7236018180847168,179.1350228393719,176.68946795495498,0.42685917019844055,OK,neutral,neutral,0.003774179260152616,-0.0144222020518679,0.3774179260152616,-1.4422202051867898,0.3774179260152616,1.4422202051867898,0.42686087105955395,-0.000165036196085655
32,1.778226613998413,179.14344757598786,176.6918730385362,0.4268513470888138,OK,neutral,neutral,0.0037374276048328598,-0.014413138200278649,0.373742760483286,-1.4413138200278648,0.373742760483286,1.4413138200278648,0.4268500868763242,-0.00018770904554177292
33,1.8308131694793701,179.12931147613833,176.70719037899482,0.4268597364425659,OK,neutral,neutral,0.0037990997376739855,-0.014346462260844782,0.37990997376739855,-1.4346462260844783,0.37990997376739855,1.4346462260844783,0.4268407076597214,-0.00021622128436815657
34,1.886979579925537,179.12975630099888,176.70748261568878,0.42683225870132446,OK,neutral,neutral,0.0037971603037899007,-0.01434390049462777,0.3797160303789901,-1.434390049462777,0.3797160303789901,1.434390049462777,0.426826291850635,-0.0002655337538888247
35,1.9432651996612549,179.18117764209455,176.77763309374296,0.4268098920583725,OK,neutral,neutral,0.003572789857285611,-0.014037276332828289,0.3572789857285611,-1.4037276332828288,0.3572789857285611,1.4037276332828288,0.4268108457326889,-0.00022953995751162637
36,1.9955241680145264,179.15193624189604,176.79119506009494,0.4268091320991516,OK,neutral,neutral,0.00370039615572369,-0.013979917194170566,0.370039615572369,-1.3979917194170566,0.370039615572369,1.3979917194170566,0.4268010279961994,-0.00017270725580242896
37,2.0523910522460938,179.12068169060854,176.77150504461318,0.42676250636577606,OK,neutral,neutral,0.0038367653224235855,-0.014065532089283277,0.38367653224235854,-1.4065532089283277,0.38367653224235854,1.4065532089283277,0.42679214477539057,-9.975521325777947e-05
38,2.1042206287384033,179.0944304897528,176.78004082130613,0.426751047372818,OK,neutral,neutral,0.003951313334746595,-0.01402894786313482,0.39513133347465945,-1.402894786313482,0.39513133347465945,1.402894786313482,0.42678964138031006,0.00044007200430096205
39,2.159292697906494,179.07299895385137,176.82858530944165,0.42678262293338776,OK,neutral,neutral,0.004044785848594972,-0.013816030662024715,0.40447858485949717,-1.3816030662024714,0.40447858485949717,1.3816030662024714,0.42684245535305565,0.0017937710082387426
40,2.2163195610046387,179.04781973815412,176.84659833356773,0.426797553896904,OK,neutral,neutral,0.0041546288490420325,-0.013736691826668018,0.41546288490420324,-1.3736691826668017,0.41546288490420324,1.3736691826668017,0.42699404273714336,0.0053494169468573105
41,2.2685744762420654,179.0188310339416,176.94263175060837,0.4268147349357605,OK,neutral,neutral,0.004281164924327421,-0.013313665681474938,0.4281164924327421,-1.3313665681474938,0.4281164924327421,1.3313665681474938,0.42740243886198315,0.010478877121699703
42,2.3234188556671143,178.98786080806062,177.12856111625752,0.42717958986759186,OK,neutral,neutral,0.004416178959577066,-0.01249511806757557,0.4416178959577066,-1.249511806757557,0.4416178959577066,1.249511806757557,0.428130458508219,0.023670925817063537
43,2.3789565563201904,176.34208687003792,178.36352470120798,0.4278702437877655,OK,neutral,neutral,0.015960603286035137,-0.007113927250382012,1.5960603286035138,-0.7113927250382012,1.5960603286035138,0.7113927250382012,0.4300297924450466,0.04087679504095343
44,2.4366002082824707,175.05600152509854,179.74784492512774,0.42962127923965454,OK,varus,neutral,0.021577936508148862,-0.0010967234106665446,2.1577936508148863,-0.10967234106665445,2.1577936508148863,0.10967234106665445,0.4327856089387621,0.054859513706288165
45,2.492966413497925,173.85512680004263,179.65753757132964,0.4318471848964691,OK,varus,neutral,0.026828838921289844,0.00148905132942893,2.6828838921289844,0.148905132942893,2.6828838921289844,0.148905132942893,0.4362665010350091,0.07135805960540065
46,2.5497522354125977,169.31630456749298,176.37674749872517,0.4400779604911804,OK,varus,neutral,0.04673809968479944,0.015729486072119485,4.673809968479944,1.5729486072119485,4.673809968479944,1.5729486072119485,0.4408680072852543,0.09208723334896085
47,2.6025991439819336,166.15907441009742,174.94738085337087,0.4460882693529129,OK,varus,varus,0.060667754261968854,0.021968816916102765,6.066775426196886,2.1968816916102765,6.066775426196886,2.1968816916102765,0.4462782101971762,0.12610496661253912
48,2.6560139656066895,163.65371487800127,172.7957805314708,0.45118097960948944,OK,varus,varus,0.07181137852216889,0.031394064524097515,7.181137852216889,3.1394064524097516,7.181137852216889,3.1394064524097516,0.454295237149511,0.15833505664677983
49,2.712507486343384,160.5919372529364,170.0921767241626,0.45939013361930847,OK,varus,varus,0.08538245977420278,0.043206944868886585,8.538245977420278,4.320694486888659,8.538245977420278,4.320694486888659,0.4637327854122434,0.1613262289328814
50,2.76918363571167,157.58636664112214,168.2207748762151,0.46574166417121887,OK,varus,varus,0.09882046878134752,0.05138106238037409,9.882046878134751,5.138106238037409,9.882046878134751,5.138106238037409,0.47255037724971766,0.15361960808897246
51,2.8267648220062256,149.64486297506386,161.62382156122302,0.48574046790599823,OK,varus,varus,0.13540267239416898,0.0805634441918835,13.540267239416897,8.056344419188349,13.540267239416897,8.056344419188349,0.4812813784394945,0.15512341635288074
52,2.878636598587036,146.1797288397771,158.3289787360071,0.4979100227355957,OK,varus,varus,0.15178938852413282,0.09549713243437336,15.178938852413282,9.549713243437335,15.178938852413282,9.549713243437335,0.4894911753279822,0.16994434326645091
53,2.9334278106689453,144.63312049341837,156.51423937983537,0.5018011033535004,OK,varus,varus,0.15934608588139665,0.10383028162038015,15.934608588139664,10.383028162038014,15.934608588139664,10.383028162038014,0.4994782273258481,0.18057906333293605
54,2.988281011581421,142.9067062036088,153.20343933611653,0.5072052776813507,OK,varus,varus,0.1677321442527607,0.11907813374972019,16.77321442527607,11.907813374972019,16.77321442527607,11.907813374972019,0.5092904503856386,0.15695420119368375
55,3.0433740615844727,141.1719719419938,152.5535053672958,0.5086495578289032,OK,varus,varus,0.17618319076293634,0.12202862825561052,17.618319076293634,12.202862825561052,17.618319076293634,12.202862825561052,0.5167242118290493,0.1226392951150661
56,3.0964624881744385,133.4802285003634,149.84988913522213,0.5292994976043701,OK,varus,varus,0.21460894415408105,0.13463204443224042,21.460894415408106,13.463204443224042,21.460894415408106,13.463204443224042,0.5226061344146729,0.10813685300246512
57,3.1503398418426514,131.11069565690073,148.8337418849771,0.5344272255897522,OK,varus,varus,0.2271681566202413,0.13943503071769256,22.716815662024132,13.943503071769255,22.716815662024132,13.943503071769255,0.5282869296414512,0.0981256838311797
58,3.2074050903320312,129.73686573455504,148.2885724431173,0.5377767980098724,OK,varus,varus,0.23444648004177562,0.14200842834551666,23.444648004177562,14.200842834551667,23.444648004177562,14.200842834551667,0.5334444429193224,0.09216658183433069
59,3.2591640949249268,129.5199752764161,147.64343208672173,0.5390834808349609,OK,varus,varus,0.23568882298884364,0.14498134573035704,23.568882298884365,14.498134573035703,23.568882298884365,14.498134573035703,0.5382988027163914,0.0628016470635151
60,3.3156933784484863,128.54015096190048,146.59586079918986,0.5415666699409485,OK,varus,varus,0.24087034330874849,0.14976847421661674,24.08703433087485,14.976847421661674,24.08703433087485,14.976847421661674,0.5399358783449445,0.018792871641646336
61,3.371608257293701,127.78080866253606,145.75919637248205,0.5433078706264496,OK,varus,varus,0.24496718239812823,0.15358102974368945,24.49671823981282,15.358102974368945,24.49671823981282,15.358102974368945,0.5404243767261505,-0.017477139562061872
62,3.426229476928711,128.52181876685506,146.14735752153487,0.5426300764083862,OK,varus,varus,0.2409404186379413,0.15177950230490903,24.09404186379413,15.177950230490902,24.09404186379413,15.177950230490902,0.5380710618836538,-0.052801028376914694
63,3.4849226474761963,129.44851685609999,146.5513806586148,0.5407590270042419,OK,varus,varus,0.23606410486428925,0.15006127486374563,23.606410486428924,15.006127486374563,23.606410486428924,15.006127486374563,0.5343591783727918,-0.08035996820242541
64,3.538637399673462,130.61208350746574,147.2333098344668,0.537846714258194,OK,varus,varus,0.22990050818870333,0.1469090347029316,22.990050818870333,14.69090347029316,22.990050818870333,14.69090347029316,0.5292011754853384,-0.10336773953724698
65,3.5941433906555176,135.20889039214154,150.2463511921007,0.5213035941123962,OK,varus,varus,0.2056462353851282,0.13262788526358274,20.56462353851282,13.262788526358275,20.56462353851282,13.262788526358275,0.5230425362076078,-0.1275401830953351
66,3.6490912437438965,137.79823088359305,151.54959935873538,0.5131002962589264,OK,varus,varus,0.19253008095582624,0.12630047584211182,19.253008095582626,12.630047584211182,19.253008095582626,12.630047584211182,0.5151322931051254,-0.16500179859229114
67,3.7023940086364746,140.46050787935266,154.01949256296064,0.505460649728775,OK,varus,varus,0.17930296387033928,0.11475212441569793,17.930296387033927,11.475212441569793,17.930296387033927,11.475212441569793,0.5052491873502731,-0.18980058788651277
68,3.7571775913238525,142.3646117903487,155.34319188352836,0.5001973956823349,OK,varus,varus,0.16986099679429603,0.10855562242275361,16.986099679429604,10.855562242275361,16.986099679429604,10.855562242275361,0.4946042703730719,-0.18553588854737502
69,3.8104615211486816,146.56615863070826,160.46925162046603,0.4872583746910095,OK,varus,varus,0.14981778942409812,0.08533982158481945,14.981778942409813,8.533982158481946,14.981778942409813,8.533982158481946,0.4851728337151663,-0.16999842266199483
70,3.865800142288208,150.62698706271155,163.59418433792166,0.4715772867202759,OK,varus,varus,0.13062890954938966,0.07135997572376872,13.062890954938966,7.135997572376872,13.062890954938966,7.135997572376872,0.4761679491826466,-0.1749305670138055
71,3.921417236328125,154.4036591675509,167.44062606135375,0.46333229541778564,OK,varus,varus,0.11345804080571412,0.054758016038589014,11.345804080571412,5.475801603858901,11.345804080571412,5.475801603858901,0.4657564716679709,-0.18108443364144033
72,3.9775118827819824,156.86386151861032,169.6364207525898,0.4552835375070572,OK,varus,varus,0.10220934621849286,0.04520168413058933,10.220934621849285,4.520168413058933,10.220934621849285,4.520168413058933,0.45594455727509087,-0.16083739536975816
73,4.034793138504028,161.1549341245531,171.67603352228167,0.45006610453128815,OK,varus,varus,0.08288777673899966,0.03632487072392352,8.288777673899967,3.632487072392352,8.288777673899967,3.632487072392352,0.44755515456199646,-0.1325753044728506
74,4.090003252029419,169.94891281617151,175.53766369277773,0.4325803071260452,OK,varus,neutral,0.04391143786300183,0.01946208602198511,4.391143786300183,1.9462086021985112,4.391143786300183,1.9462086021985112,0.4409745058843067,-0.11196884801198337
75,4.143757581710815,172.9639734976536,176.7572058898163,0.4315139949321747,OK,varus,neutral,0.030696272279328366,0.014136119136479563,3.0696272279328367,1.4136119136479564,3.0696272279328367,1.4136119136479564,0.4353337756225041,-0.09714040821707748
76,4.195852994918823,174.26044126574038,177.30739327854502,0.42853255569934845,OK,varus,neutral,0.025043403303441222,0.011736772845005202,2.5043403303441223,1.1736772845005203,2.5043403303441223,1.1736772845005203,0.43066675535270144,-0.07970858659252489
77,4.252184629440308,175.18605340438356,178.67812901016404,0.42551274597644806,OK,varus,neutral,0.020991227350396133,0.005764770645006919,2.0991227350396136,0.5764770645006919,2.0991227350396136,0.5764770645006919,0.4267782973391669,-0.04707661801017515
78,4.307617664337158,176.671827354181,178.7663211220058,0.42384718358516693,OK,neutral,neutral,0.014506523552983343,0.005379605470135518,1.4506523552983344,0.5379605470135518,1.4506523552983344,0.5379605470135518,0.4253661164215633,-0.023169980484069264
79,4.360756874084473,178.48533782969957,179.35431430071807,0.4226143956184387,OK,neutral,neutral,0.006606261353048388,-0.0028158907154164697,0.6606261353048388,-0.281589071541647,0.6606261353048388,0.281589071541647,0.42425232274191715,-0.017941442156789833
80,4.415713310241699,179.23937421114866,178.61995105762952,0.4228468984365463,OK,neutral,neutral,0.0033168457318415337,-0.006018288322151108,0.33168457318415334,-0.6018288322151109,0.33168457318415334,0.6018288322151109,0.4234378827469689,-0.011539903116111638
81,4.468197345733643,179.5028902270542,178.13871854777926,0.4226950407028198,OK,neutral,neutral,0.0021679598403181663,-0.008115714365323082,0.21679598403181663,-0.8115714365323082,0.21679598403181663,0.8115714365323082,0.42299661678927286,-0.006329925705850226
82,4.522822856903076,179.36958727781044,178.4430748577844,0.4237174391746521,OK,neutral,neutral,0.002749146185574084,-0.006788948065099279,0.2749146185574084,-0.6788948065099278,0.2749146185574084,0.6788948065099278,0.4227689674922398,-0.002937084652010924
83,4.578591585159302,179.24409672018209,177.69079771291217,0.4228314757347107,OK,neutral,neutral,0.003296260776302231,-0.010068224653045273,0.3296260776302231,-1.0068224653045272,0.3296260776302231,1.0068224653045272,0.422675222158432,-0.0012928178567834792
84,4.6312947273254395,179.2847988744958,176.95335070057834,0.4224238842725754,OK,neutral,neutral,0.0031190000581136747,-0.013281642442100075,0.31190000581136745,-1.3281642442100074,0.31190000581136745,1.3281642442100074,0.42262641872678486,-0.00010642883575240347
85,4.68787693977356,179.21858245563453,176.556957041661,0.42225363850593567,OK,neutral,neutral,0.003407941092816789,-0.015010937361402042,0.34079410928167886,-1.5010937361402041,0.34079410928167886,1.5010937361402041,0.4226701834372112,-0.0003806944207327412
86,4.746003866195679,179.0852863030891,176.69322529960277,0.42195817828178406,OK,neutral,neutral,0.00398902110792032,-0.014413791051779085,0.39890211079203197,-1.4413791051779086,0.39890211079203197,1.4413791051779086,0.42257913521357937,-0.00013175027867351474
87,4.801160097122192,179.16875560644317,176.77178671264937,0.4225052744150162,OK,neutral,neutral,0.0036255741672550626,-0.014071019180438835,0.36255741672550623,-1.4071019180438835,0.36255741672550623,1.4071019180438835,0.42264695252690987,0.0018970967131659577
88,4.859037160873413,179.18127062214324,176.9848544730238,0.42300139367580414,OK,neutral,neutral,0.003571054487164358,-0.013139370731636785,0.3571054487164358,-1.3139370731636786,0.3571054487164358,1.3139370731636786,0.42279729247093195,0.003120075331955796
89,4.910520792007446,179.10208323823184,176.8753668066907,0.42308010160923004,OK,neutral,neutral,0.003916880667970524,-0.013617429750700055,0.39168806679705237,-1.3617429750700054,0.39168806679705237,1.3617429750700054,0.42298185399600435,0.00827470698033439
90,4.963918685913086,179.0562405266015,177.03200638546755,0.4233061969280243,OK,neutral,neutral,0.004116820661118939,-0.012934177199923631,0.41168206611189395,-1.293417719992363,0.41168206611189395,1.293417719992363,0.4236834453684943,0.018920451138237038
91,5.019118547439575,179.02681942396225,177.153192202508,0.4234762638807297,OK,neutral,neutral,0.004245187479454892,-0.012405656559889306,0.42451874794548916,-1.2405656559889306,0.42451874794548916,1.2405656559889306,0.42505776030676706,0.027223116849273588
92,5.073136806488037,179.04590233982375,177.67967158542984,0.42354556918144226,OK,neutral,neutral,0.004161923646060639,-0.01010496339735077,0.41619236460606385,-1.010496339735077,0.41619236460606385,1.010496339735077,0.4266512649399894,0.03615041194822366
93,5.127173185348511,174.30362756591322,179.5827359477486,0.42686931788921356,OK,varus,neutral,0.024867987341206273,-0.0018172814603326373,2.4867987341206272,-0.18172814603326373,2.4867987341206272,0.18172814603326373,0.4289642210517611,0.055300007417429686
94,5.1820783615112305,171.74874063684004,178.20229972893202,0.4321254789829254,OK,varus,neutral,0.0360639094656351,0.00783076393702881,3.60639094656351,0.783076393702881,3.60639094656351,0.783076393702881,0.43269762183938704,0.07577360245927389
95,5.241420269012451,169.76714979746254,176.70193342804572,0.4341559261083603,OK,varus,neutral,0.04476530529997223,0.014352394385273795,4.476530529997223,1.4352394385273795,4.476530529997223,1.4352394385273795,0.43769292533397675,0.09701042528578618
96,5.294051170349121,168.0080407743016,175.85536761697597,0.4392707943916321,OK,varus,neutral,0.05248890325967575,0.018043705622021712,5.248890325967575,1.8043705622021713,5.248890325967575,1.8043705622021713,0.4433976582118443,0.11211242311167258
97,5.351068735122681,163.45988602025244,173.55413887220845,0.44944000244140625,OK,varus,varus,0.07266914428699689,0.02810716000683705,7.266914428699689,2.810716000683705,7.266914428699689,2.810716000683705,0.4500198875154767,0.130277023975518
98,5.40050745010376,160.74047800672977,170.04096131822422,0.45844338834285736,OK,varus,varus,0.0847683437772403,0.04341625026360502,8.47683437772403,4.341625026360503,8.47683437772403,4.341625026360503,0.45706647421632496,0.15258216810555458
99,5.457608461380005,158.02137721288213,166.4129341998777,0.4634786993265152,OK,varus,varus,0.09692504415239342,0.059260909553005045,9.692504415239341,5.926090955300505,9.692504415239341,5.926090955300505,0.46644190379551476,0.16731419755306476
100,5.513564348220825,154.63336854647162,163.516737562731,0.4732249230146408,OK,varus,varus,0.11233530398625652,0.07219443145228979,11.233530398625652,7.219443145228979,11.233530398625652,7.219443145228979,0.47597541553633554,0.16416171090217624
101,5.570310354232788,152.30613674733522,161.60515909605857,0.4814515858888626,OK,varus,varus,0.12299002596867781,0.08069718062961669,12.29900259686778,8.069718062961668,12.29900259686778,8.069718062961668,0.48493335076740807,0.15789965297005804
102,5.6236021518707275,146.88905806273263,158.73222940373591,0.4997839331626892,OK,varus,varus,0.14832348224028208,0.09370655056950666,14.832348224028207,9.370655056950666,14.832348224028207,9.370655056950666,0.49335008221013205,0.15033605342905076
103,5.6755359172821045,144.86230224576724,156.99261785819573,0.5060053765773773,OK,varus,varus,0.15826216729767068,0.1017099024718163,15.826216729767067,10.17099024718163,15.826216729767067,10.17099024718163,0.5007729274885995,0.1323992327035448
104,5.730016469955444,142.8521066194451,155.19842009276667,0.5121455490589142,OK,varus,varus,0.16800178322964515,0.10977847290937372,16.800178322964516,10.977847290937373,16.800178322964516,10.977847290937373,0.5073843066181455,0.12551338650091903
105,5.784132957458496,140.8898863744286,152.4269401147206,0.517360508441925,OK,varus,varus,0.17759782173834918,0.12263625486777865,17.759782173834918,12.263625486777865,17.759782173834918,12.263625486777865,0.5144002905913762,0.10763035623674089
106,5.8356053829193115,140.9927922648829,153.93165359469884,0.5154386162757874,OK,varus,varus,0.17708081778455834,0.11570841776903334,17.708081778455835,11.570841776903334,17.708081778455835,11.570841776903334,0.5188624560832976,0.07342250167746656
107,5.891542434692383,139.58163268319822,153.92396407758847,0.519504576921463,OK,varus,varus,0.18403034767901286,0.11568232429371628,18.403034767901286,11.568232429371628,18.403034767901286,11.568232429371628,0.5221629525933946,0.04927484988192088
108,5.9457666873931885,135.71836020403566,151.7962513873082,0.530563473701477,OK,varus,varus,0.2034326181315076,0.12558702499416216,20.34326181315076,12.558702499416215,20.34326181315076,12.558702499416215,0.5243234549249921,0.02650254996665158
109,5.997946500778198,135.37351525139843,151.3784023630743,0.5310190916061401,OK,varus,varus,0.20519064950051255,0.12754627958485515,20.519064950051256,12.754627958485514,20.519064950051256,12.754627958485514,0.5250364542007446,0.004482353139523276
110,6.055392026901245,135.66041707201336,151.6740236254774,0.529108852148056,OK,varus,varus,0.20364565005783802,0.1261658950079847,20.364565005783803,12.616589500798469,20.364565005783803,12.616589500798469,0.5247132565293993,-0.021936915684867664
111,6.114503622055054,136.189972324657,152.04247924357793,0.5272690653800964,OK,varus,varus,0.20089031026164084,0.1244342332192863,20.089031026164083,12.44342332192863,20.089031026164083,12.44342332192863,0.5224244126251765,-0.0739137505145333
112,6.168283939361572,137.04052142705618,153.18344984646464,0.5223515033721924,OK,varus,varus,0.19670097745758564,0.11903729601197761,19.670097745758564,11.903729601197762,19.670097745758564,11.903729601197762,0.5167273176567895,-0.1164340928487686
113,6.223417043685913,138.52662559451866,154.78933088993338,0.5131762325763702,OK,varus,varus,0.18923694352006545,0.11153594841242755,18.923694352006546,11.153594841242755,18.923694352006546,11.153594841242755,0.5097144075802393,-0.16812116556686352
114,6.2741570472717285,140.48776764324128,156.03662409032955,0.5034826695919037,OK,varus,varus,0.1794426757702903,0.10564494646060323,17.94426757702903,10.564494646060323,17.94426757702903,10.564494646060323,0.49927302769252224,-0.2160881600393303
115,6.326860189437866,144.45484095348002,158.23220318901306,0.49068380892276764,OK,varus,varus,0.16001460480661903,0.09564373961206923,16.0014604806619,9.564373961206924,16.0014604806619,9.564373961206924,0.4873203209468296,-0.21827440154836353
