cycle_percent,knee_flexion_mean,knee_flexion_sd,hip_flexion_mean,hip_flexion_sd,trunk_flexion_mean,trunk_flexion_sd,knee_velocity_mean,knee_velocity_sd,ankle_dorsiflexion_mean,ankle_dorsiflexion_sd,foot_inclination_mean,foot_inclination_sd
0.0,6.79042316689312,1.4290613902438436,4.129906116502248,2.170130985867061,0.3394715573384089,0.9813082556852446,91.03412146905828,15.307224398111634,3.612405667753356,0.5322748669647954,-0.6124170600240973,0.3016805780321494
1.0,8.588065763376658,1.587606214165513,5.803408670223835,2.2721072832622795,0.7855361646513809,1.0460488738698506,99.13474695831137,17.191051738490252,3.948660653107351,0.5560684692774365,-0.37846739530317014,0.38160829669695906
2.0,10.380332386534024,1.7646522174453572,7.470972497225577,2.375691500179079,1.2294711497160415,1.1097614462971788,107.21980375876677,19.34957040328278,4.283896906826414,0.66475284286621,-0.14506586780195022,0.5520474564953359
3.0,12.12344667907878,1.9006969202710615,9.073720973264964,2.2869731292938216,1.6453627158443356,1.0917070897061396,114.94858541065015,22.181207570068533,4.59308098675234,0.8116068090754368,0.10200743490578758,0.7299169559637491
4.0,14.206713415797998,2.0179570954027315,10.986951039323834,2.1146220841968626,2.1428789209607397,1.0453166384242762,121.95024667199931,24.70919394620503,4.737236436228418,0.9278911007350122,0.6254048612064573,1.0296220740116508
5.0,16.351448021992145,2.1915535937078894,12.954381392058558,1.9801774473985547,2.6507856092653794,1.0094609800529828,129.03297257797053,27.157186791848996,4.858148838514161,1.1512545598689683,1.1897034006847782,1.3537599338466622
6.0,18.520865243930515,2.397946161986168,14.960939525605276,1.8700183374724857,3.172224290614579,0.9746658826093554,135.7441904267423,29.02176174897453,4.920467829702543,1.4139875600735035,1.811682179237251,1.6574255514021563
7.0,20.869511233803273,2.792094264580225,17.18614587738381,1.8059240346225462,3.765851157504262,0.87910362961763,140.94633879702988,30.334774616900024,4.802797875413106,1.6760549132891773,2.6464186385105903,2.050165459159601
8.0,23.32127838637093,3.1675517334485837,19.529157619611038,1.7728952931770827,4.402097940789256,0.7943729519237409,146.73348713924574,31.00325333117531,4.642508287397342,1.9967765158815354,3.5517104201517813,2.4712044531032804
9.0,25.681677033042487,3.540773385049072,21.83272847404856,1.8705000523969242,5.026118469777315,0.735951517735443,150.72756647087695,30.14128426783305,4.398012332070427,2.2702201052700777,4.477054696700789,2.8994994296451475
10.0,28.006097249938282,3.922324890784751,24.138882896041157,2.080926868978552,5.657868012866941,0.6743260006700824,152.8994682753012,29.30633854094978,4.043298255622381,2.601708637320176,5.481784111141654,3.2575906987465664
11.0,30.353986185315737,4.3739491117063185,26.46906442031228,2.391103587936846,6.282158567950969,0.6084391085306069,153.9439781911331,28.38217626712162,3.596338245258975,2.989242118857452,6.570742087695424,3.5803233437967408
12.0,32.791576512208934,4.919810135553943,28.90020072585307,2.8408004083335343,6.936349669484787,0.5485719721463563,154.31140756612282,27.143857511344944,3.103730517655778,3.364964023204693,7.723994938184841,3.9059115834860023
13.0,35.52176120135292,5.2983882024470015,31.618332287487487,3.217490417214155,7.63807553323847,0.5396830762590799,153.74842118749382,24.958561256031913,2.5734815812874277,3.7583564288820615,8.968022865816463,4.421949817387186
14.0,38.38795131106253,5.421085081568146,34.458596941472365,3.390683623060728,8.35905618410405,0.5605377854665534,152.69112658988442,22.06123145793428,2.0669336436152554,4.164752491078948,10.221476910078936,4.9955989807178085
15.0,40.97371503780487,5.366176948540345,37.04073412344629,3.394414025187563,9.014143866017426,0.5671526243599732,151.34719028545138,19.3041876947001,1.677085793596416,4.462542694318145,11.27003898677957,5.37517112177446
16.0,43.380964648862886,5.3893545488328405,39.46812911624882,3.5182246220480713,9.625928432481992,0.5879492174656791,149.50297561325232,16.813057256264614,1.3597494981576537,4.631732795674468,12.179014466938384,5.647308390027569
17.0,45.78205830074313,5.437538024064865,41.914673112045385,3.684048138253299,10.237982101587477,0.6191882280206934,147.22499160568046,14.402314935266311,1.1151568935850324,4.717828840029507,12.990210396700173,5.811528185835679
18.0,48.12972199429051,5.492450335009634,44.367345748123,3.900047754955701,10.856335878961715,0.6656149919055054,144.52592965170567,12.923032493039358,0.9833178672738058,4.68040298426097,13.635394257855395,5.819760600913357
