n_cycles,mean_bottom_cycle_percent,bottom_cycle_percent_sd,peak_knee_flexion_mean,peak_knee_flexion_timing_percent,knee_flexion_average_variability,peak_hip_flexion_mean,peak_hip_flexion_timing_percent,hip_flexion_average_variability,peak_trunk_flexion_mean,peak_trunk_flexion_timing_percent,trunk_flexion_average_variability,peak_ankle_dorsiflexion_mean,peak_ankle_dorsiflexion_timing_percent,ankle_dorsiflexion_average_variability,peak_foot_inclination_mean,peak_foot_inclination_timing_percent,foot_inclination_average_variability,mean_knee_descent_velocity_deg_s,mean_knee_ascent_velocity_deg_s,knee_velocity_average_variability
6,54.1,1.5,87.91,54.0,2.32,89.82,54.0,2.02,25.45,57.0,0.83,4.95,31.0,2.58,29.64,60.0,2.93,96.73,111.3,12.67
