frame,time_s,left_fppa,right_fppa,pelvis_y,visibility_check,left_alignment,right_alignment,left_alignment_index,right_alignment_index,left_signed_deviation_percent,right_signed_deviation_percent,left_knee_deviation_percent,right_knee_deviation_percent,pelvis_velocity
15,0.6223411560058594,178.63987992184428,177.5883928234106,0.528519332408905,OK,neutral,neutral,-0.005931528121623083,-0.010501043357529712,-0.5931528121623083,-1.0501043357529711,0.5931528121623083,1.0501043357529711,0.0008310132066227105
16,0.6863822937011719,178.51565797361232,177.63516037541427,0.5285016000270844,OK,neutral,neutral,-0.006472809786943911,-0.010297289998604707,-0.647280978694391,-1.0297289998604706,0.647280978694391,1.0297289998604706,0.0010270535400405123
17,0.7400977611541748,178.56857333048595,177.63550757111895,0.5284790098667145,OK,neutral,neutral,-0.006242316374304641,-0.010296513403679172,-0.6242316374304641,-1.0296513403679173,0.6242316374304641,1.0296513403679173,0.001236947665097965
18,0.7877490520477295,178.73143804319594,177.65038113587977,0.5288530886173248,OK,neutral,neutral,-0.005532115485124921,-0.010232161002904744,-0.5532115485124921,-1.0232161002904745,0.5532115485124921,1.0232161002904745,0.0013360632263497152
19,0.8376915454864502,178.85429663931174,177.65590250778962,0.5291435420513153,OK,neutral,neutral,-0.0049963873156466726,-0.010208443947903571,-0.49963873156466726,-1.0208443947903572,0.49963873156466726,1.0208443947903572,0.0017952387610460363
20,0.8708484172821045,178.99704971757188,177.64654648676193,0.5290457010269165,OK,neutral,neutral,-0.004373778195500324,-0.010247841894324395,-0.4373778195500324,-1.0247841894324394,0.4373778195500324,1.0247841894324394,0.0020390352261019373
21,0.9064199924468994,179.09771183530106,177.6350364805914,0.5289859771728516,OK,neutral,neutral,-0.003934768977923967,-0.010297210458587296,-0.39347689779239664,-1.0297210458587296,0.39347689779239664,1.0297210458587296,0.0011786384176204479
22,0.9277536869049072,179.0723919819282,177.69238390390223,0.5289875864982605,OK,neutral,neutral,-0.004045199359654225,-0.010047471160755796,-0.4045199359654225,-1.0047471160755796,0.4045199359654225,1.0047471160755796,0.0002715269420638933
23,0.9707396030426025,179.05220715648957,177.73363111208633,0.5289885103702545,OK,neutral,neutral,-0.004133232376386801,-0.00986786267498322,-0.41332323763868006,-0.986786267498322,0.41332323763868006,0.986786267498322,-0.00047050234360135335
24,0.9956977367401123,179.1607875617541,177.79646510155058,0.5289710164070129,OK,neutral,neutral,-0.003659929177766055,-0.009595004220532005,-0.36599291777660553,-0.9595004220532005,0.36599291777660553,0.9595004220532005,-0.0002886009361704467
25,1.0274090766906738,179.2365764409256,177.84799947725324,0.5289576947689056,OK,neutral,neutral,-0.0033295294646290196,-0.009371021822388633,-0.33295294646290197,-0.9371021822388633,0.33295294646290197,0.9371021822388633,-0.00014489967117325975
26,1.0823612213134766,179.21527632616332,177.83835285708673,0.528965175151825,OK,neutral,neutral,-0.003422407799829566,-0.009412106453285274,-0.3422407799829566,-0.9412106453285274,0.3422407799829566,0.9412106453285274,-0.00034509726701870136
27,1.1197047233581543,179.20510721979616,177.8372038289675,0.5289759039878845,OK,neutral,neutral,-0.003466737561733739,-0.009416388325681393,-0.3466737561733739,-0.9416388325681393,0.3466737561733739,0.9416388325681393,0.00016097757343924712
28,1.1581740379333496,179.19824418966303,177.86468605171663,0.5289531946182251,OK,neutral,neutral,-0.003496870926236899,-0.009296592875944913,-0.3496870926236899,-0.9296592875944913,0.3496870926236899,0.9296592875944913,0.0008562022292930571
29,1.2297093868255615,179.19023689452203,177.87113348469495,0.5289337038993835,OK,neutral,neutral,-0.003531943909985938,-0.009268401536733731,-0.3531943909985938,-0.9268401536733731,0.3531943909985938,0.9268401536733731,0.001457093704431145
30,1.278904676437378,179.36784162256015,177.86837776338282,0.5288618803024292,OK,neutral,neutral,-0.0027573670123053496,-0.009281234337812576,-0.27573670123053495,-0.9281234337812576,0.27573670123053495,0.9281234337812576,0.002330024717441148
31,1.3181743621826172,179.33568484245254,178.0209243840496,0.5291934013366699,OK,neutral,neutral,-0.002897338128467329,-0.008614371869819266,-0.2897338128467329,-0.8614371869819266,0.2897338128467329,0.8614371869819266,0.002445513693190904
32,1.3710989952087402,179.3155114463675,178.1121368997213,0.529414713382721,OK,neutral,neutral,-0.002985054289319546,-0.008215750645790203,-0.29850542893195464,-0.8215750645790203,0.29850542893195464,0.8215750645790203,0.0028788050021884004
33,1.4039723873138428,179.26789815132454,178.22134343229024,0.5295958817005157,OK,neutral,neutral,-0.003192129112055383,-0.007740970243393333,-0.3192129112055383,-0.7740970243393333,0.3192129112055383,0.7740970243393333,0.0033233548465299023
34,1.441249132156372,179.2293536919696,178.31069649978969,0.5297257900238037,OK,neutral,neutral,-0.0033597230621951386,-0.007352370435723759,-0.33597230621951385,-0.7352370435723758,0.33597230621951385,0.7352370435723758,0.002488426784551745
35,1.4990379810333252,179.60982521039696,178.47203565885331,0.5297181606292725,OK,neutral,neutral,-0.0017009278992213368,-0.006650000274117936,-0.17009278992213367,-0.6650000274117936,0.17009278992213367,0.6650000274117936,0.0012057935540550346
36,1.5388031005859375,179.84903371538223,178.58054874328025,0.5297124981880188,OK,neutral,neutral,-0.0006581015319725874,-0.0061775832656085754,-0.06581015319725875,-0.6177583265608575,0.06581015319725875,0.6177583265608575,0.002603974848923052
37,1.582564353942871,179.97946445816106,179.08142823736682,0.5297110080718994,OK,neutral,neutral,-8.952267373608517e-05,-0.0039982478226505865,-0.008952267373608517,-0.39982478226505863,0.008952267373608517,0.39982478226505863,0.004616695577559504
38,1.634493350982666,179.5859872897256,179.99693270211318,0.5297198295593262,OK,neutral,neutral,0.001804981997069759,-1.3357573759815118e-05,0.1804981997069759,-0.001335757375981512,0.1804981997069759,0.001335757375981512,0.007458087330631358
39,1.690401554107666,179.3290285437298,179.53665250102222,0.5297320485115051,OK,neutral,neutral,0.0029254163711613383,0.002018445313698653,0.29254163711613385,0.20184453136986533,0.29254163711613385,0.20184453136986533,0.017448304998683994
40,1.7219045162200928,178.14803416634376,177.89265277718565,0.5308870673179626,OK,neutral,neutral,0.008076702927038017,0.009183456513178768,0.8076702927038018,0.9183456513178768,0.8076702927038018,0.9183456513178768,0.021821551667651207
41,1.7677431106567383,177.49634621535802,177.14049975064006,0.5315772294998169,OK,neutral,neutral,0.010920593281787568,0.012464454585840185,1.0920593281787567,1.2464454585840186,1.0920593281787567,1.2464454585840186,0.02429211171997636
42,1.8140041828155518,176.68986185795248,175.75737618598757,0.5336333215236664,OK,neutral,neutral,0.014444361308231287,0.018504405906105536,1.4444361308231286,1.8504405906105537,1.4444361308231286,1.8504405906105537,0.045369967226392305
43,1.853708028793335,176.30618189979214,175.30663505100404,0.5344852209091187,OK,neutral,varus,0.016121228377812827,0.020476543220697155,1.6121228377812828,2.0476543220697154,1.6121228377812828,2.0476543220697154,0.08430794877480352
44,1.8891255855560303,175.001413923932,173.85030488494522,0.5367962718009949,OK,varus,varus,0.021823477644279676,0.02684650985117447,2.1823477644279676,2.6846509851174467,2.1823477644279676,2.6846509851174467,0.09327947845228124
45,1.939490795135498,174.33301084962298,173.11662938503443,0.5383087694644928,OK,varus,varus,0.024746558129867164,0.030060199459652718,2.4746558129867164,3.0060199459652717,2.4746558129867164,3.0060199459652717,0.1359439577886139
46,1.9680256843566895,170.84516714179225,171.05819465663976,0.5468371510505676,OK,varus,varus,0.04001005863706827,0.039095301997813664,4.001005863706827,3.9095301997813663,4.001005863706827,3.9095301997813663,0.14042331484139625
47,2.0326249599456787,168.22311269748099,166.7075608778335,0.5568230748176575,OK,varus,varus,0.05144472555473488,0.058230777238440876,5.144472555473488,5.823077723844087,5.144472555473488,5.823077723844087,0.08218835991868545
48,2.095642328262329,167.1577806792763,165.95108781694304,0.5587813556194305,OK,varus,varus,0.056117231330076116,0.061555190232921206,5.611723133007612,6.15551902329212,5.611723133007612,6.15551902329212,0.09273197382307341
49,2.153656005859375,164.59146432556116,163.89946314694635,0.567439466714859,OK,varus,varus,0.0674070271260874,0.07068589487485634,6.74070271260874,7.068589487485634,6.74070271260874,7.068589487485634,0.12447085311658146
50,2.2002787590026855,163.95635911516248,162.83204311071856,0.5684766471385956,OK,varus,varus,0.07030060232939067,0.07546925387153519,7.030060232939067,7.546925387153519,7.030060232939067,7.546925387153519,0.1426392804344223
51,2.2477622032165527,161.23233316804382,159.67062863416976,0.5760715305805206,OK,varus,varus,0.08237300370034538,0.08961397645389291,8.237300370034538,8.96139764538929,8.237300370034538,8.96139764538929,0.13250302251654755
52,2.300475597381592,159.57753049617983,159.234334922619,0.5773489475250244,OK,varus,varus,0.08988230107826616,0.09156117619124357,8.988230107826615,9.156117619124357,8.988230107826615,9.156117619124357,0.13174909336846774
53,2.3475191593170166,154.36908937021727,152.38003689150142,0.5948911607265472,OK,varus,varus,0.11337749140139314,0.12287754729826796,11.337749140139314,12.287754729826796,11.337749140139314,12.287754729826796,0.14202084168328355
54,2.392554759979248,151.543479784223,149.25912607480984,0.6026757657527924,OK,varus,varus,0.126676625503078,0.1373082525320143,12.667662550307801,13.73082525320143,12.667662550307801,13.73082525320143,0.15318153521889588
55,2.4396493434906006,151.62827527985772,149.32942387210608,0.6054424941539764,OK,varus,varus,0.12628484370330703,0.13703220235334526,12.628484370330703,13.703220235334527,12.628484370330703,13.703220235334527,0.15189117686151477
56,2.497373580932617,148.98463500079714,147.99923372921685,0.6123809218406677,OK,varus,varus,0.13870279458255944,0.14310968292204038,13.870279458255943,14.310968292204038,13.870279458255943,14.310968292204038,0.13187481030930925
57,2.544187068939209,147.6145175259863,147.45621116808383,0.6149227023124695,OK,varus,varus,0.14518216328741626,0.14559991207193235,14.518216328741627,14.559991207193235,14.518216328741627,14.559991207193235,0.1168729612593431
58,2.591895580291748,142.7755749756077,143.84477301601208,0.62858647108078,OK,varus,varus,0.16832340041704455,0.1632072898985933,16.832340041704455,16.32072898985933,16.832340041704455,16.32072898985933,0.10122538480657095
59,2.6465585231781006,140.82722724570687,140.3079922801703,0.6350545287132263,OK,varus,varus,0.17787562705385515,0.18044232075891575,17.787562705385515,18.044232075891575,17.787562705385515,18.044232075891575,0.09190285339925097
60,2.6935458183288574,140.06447289309676,140.14116677627794,0.6351994574069977,OK,varus,varus,0.1816469559517022,0.18112693045126832,18.16469559517022,18.112693045126832,18.16469559517022,18.112693045126832,0.09597291974077482
61,2.736062526702881,138.46043322169052,138.65604735843135,0.6396193504333496,OK,varus,varus,0.18954726171349937,0.18825585778676807,18.954726171349936,18.825585778676807,18.954726171349936,18.825585778676807,0.08136492029704367
62,2.7779557704925537,138.72839954113212,137.76909886616855,0.640055388212204,OK,varus,varus,0.18821307258623654,0.1928293390742723,18.821307258623655,19.28293390742723,18.821307258623655,19.28293390742723,0.05533885643627201
63,2.819364309310913,137.11520074076057,137.26687830454415,0.6430172920227051,OK,varus,varus,0.19628223733771116,0.19543413413070934,19.628223733771115,19.543413413070933,19.628223733771115,19.543413413070933,0.0734204750854559
64,2.842411756515503,136.5304106456876,136.3471014972823,0.6442474722862244,OK,varus,varus,0.19924271679176211,0.2000713428335394,19.92427167917621,20.00713428335394,19.92427167917621,20.00713428335394,0.0694106652849742
65,2.8906424045562744,134.76291971126852,135.22931111120639,0.6474865078926086,OK,varus,varus,0.208260425630772,0.20558949111725963,20.8260425630772,20.558949111725962,20.8260425630772,20.558949111725962,0.02922276334389018
66,2.9305920600891113,133.65793096888697,135.08156888394163,0.6484847366809845,OK,varus,varus,0.2139684305292752,0.20632033159462862,21.39684305292752,20.63203315946286,21.39684305292752,20.63203315946286,0.021510841063246744
67,2.9749631881713867,132.54329027218864,134.86505039796512,0.6494768261909485,OK,varus,varus,0.2196783536954581,0.2074451939359788,21.96783536954581,20.74451939359788,21.96783536954581,20.74451939359788,0.010033701269701822
68,3.025377035140991,132.11755262876343,134.84485165136218,0.6495687961578369,OK,varus,varus,0.22184178981609315,0.2075827941586745,22.184178981609314,20.75827941586745,22.184178981609314,20.75827941586745,-0.006987699002598546
69,3.0823819637298584,132.70966116614645,135.2229557453614,0.6481702327728271,OK,varus,varus,0.21872707069052916,0.20571718356296165,21.872707069052915,20.571718356296167,21.872707069052915,20.571718356296167,-0.04297835632715419
70,3.1163241863250732,133.07576186766948,135.64557606963538,0.6471087038516998,OK,varus,varus,0.21695993777641448,0.20364322457311348,21.695993777641448,20.36432245731135,21.695993777641448,20.36432245731135,-0.06942700839416815
71,3.1683735847473145,133.31933662626275,135.9049694266059,0.6465297341346741,OK,varus,varus,0.21573944981509605,0.20237225472018164,21.573944981509605,20.237225472018164,21.573944981509605,20.237225472018164,-0.13388426315750301
72,3.208936929702759,135.50235581830296,138.1377793160501,0.6386272609233856,OK,varus,varus,0.20450374088444084,0.1912425735767834,20.450374088444086,19.12425735767834,20.450374088444086,19.12425735767834,-0.15973743572395893
73,3.2546603679656982,136.75544643939284,139.14269736854342,0.6353339850902557,OK,varus,varus,0.19815428253148185,0.18622372071957466,19.815428253148184,18.622372071957464,19.815428253148184,18.622372071957464,-0.16585618031836535
74,3.298201560974121,142.9347145358259,144.74543913293243,0.6163159906864166,OK,varus,varus,0.16754062371830544,0.15843008032860467,16.754062371830543,15.843008032860467,16.754062371830543,15.843008032860467,-0.1531532634019297
75,3.37093186378479,148.4957043278057,148.96583101880495,0.6020669043064117,OK,varus,varus,0.1409708502788045,0.13859121104531946,14.097085027880448,13.859121104531946,14.097085027880448,13.859121104531946,-0.16002717757608664
76,3.413644552230835,149.7622932931706,149.62947216238106,0.5997700989246368,OK,varus,varus,0.13484368170154573,0.13569297270542754,13.484368170154573,13.569297270542755,13.484368170154573,13.569297270542755,-0.19092751816335873
77,3.4553589820861816,152.8210842207904,152.30879231887218,0.5923096835613251,OK,varus,varus,0.12055420574025129,0.12315837115988801,12.05542057402513,12.315837115988801,12.05542057402513,12.315837115988801,-0.17208367411313397
78,3.4981563091278076,153.05750382931018,152.44523728881472,0.5912128388881683,OK,varus,varus,0.11928103733106603,0.12247962857680239,11.928103733106603,12.247962857680239,11.928103733106603,12.247962857680239,-0.1489404324755128
79,3.531803846359253,155.91732374644056,156.17627047734612,0.5817603170871735,OK,varus,varus,0.10636314260906433,0.10532650308168748,10.636314260906433,10.532650308168748,10.636314260906433,10.532650308168748,-0.15400878433943
80,3.566941976547241,157.34622701749973,157.64155487965124,0.5793747901916504,OK,varus,varus,0.09991279419048837,0.09871990654331027,9.991279419048837,9.871990654331027,9.991279419048837,9.871990654331027,-0.14832871625693578
81,3.6019649505615234,160.15893115248906,160.48161424254997,0.5707738697528839,OK,varus,varus,0.0872897924058247,0.08595797692781393,8.72897924058247,8.595797692781392,8.72897924058247,8.595797692781392,-0.13643445858681336
82,3.647021532058716,161.52873176766684,162.4454859207924,0.5675566792488098,OK,varus,varus,0.08122379052715656,0.07713021052521812,8.122379052715656,7.713021052521812,8.122379052715656,7.713021052521812,-0.18663059536861404
83,3.6752076148986816,164.91076656666314,165.12471639372723,0.5599654018878937,OK,varus,varus,0.06616607020831394,0.06523385749375175,6.6166070208313945,6.5233857493751755,6.6166070208313945,6.5233857493751755,-0.18114231882195853
84,3.7240097522735596,165.74272731689393,165.56784413952474,0.559244304895401,OK,varus,varus,0.062461585636528316,0.06327586341039967,6.246158563652831,6.327586341039967,6.246158563652831,6.327586341039967,-0.10454150506374571
85,3.7786591053009033,170.89977694536057,169.24987160392416,0.5475480556488037,OK,varus,varus,0.039759970194520704,0.04704131323313043,3.97599701945207,4.704131323313043,3.97599701945207,4.704131323313043,-0.0854954626762483
86,3.832188844680786,173.82810147264968,172.15324211209983,0.5389901399612427,OK,varus,varus,0.02694967075010885,0.03429064532163247,2.6949670750108847,3.429064532163247,2.6949670750108847,3.429064532163247,-0.08449272615097758
87,3.881408214569092,173.94793593604476,173.50477034594175,0.5385696589946747,OK,varus,varus,0.026427009376862258,0.028370954586302004,2.6427009376862256,2.8370954586302,2.6427009376862256,2.8370954586302,-0.10794787587994037
88,3.9161627292633057,175.76081197675182,175.3882148504559,0.5371675193309784,OK,neutral,varus,0.01850468251520664,0.02013283215536441,1.8504682515206639,2.013283215536441,1.8504682515206639,2.013283215536441,-0.10154725133738651
89,3.950701951980591,176.3321426967877,176.11181635295867,0.5363847613334656,OK,neutral,neutral,0.01600951385574526,0.01697135365501986,1.6009513855745259,1.6971353655019858,1.6009513855745259,1.6971353655019858,-0.07295791271034702
90,3.9741013050079346,177.93224733296577,177.79291311465946,0.5304419100284576,OK,neutral,neutral,0.009021208431919971,0.009629268086151332,0.9021208431919971,0.9629268086151332,0.9021208431919971,0.9629268086151332,-0.056333700533309994
91,4.018614292144775,178.13664998260853,178.58955864806768,0.5291591286659241,OK,neutral,neutral,0.008128091395252498,0.0061530502064246545,0.8128091395252498,0.6153050206424654,0.8128091395252498,0.6153050206424654,-0.029023390024217832
92,4.073388576507568,179.54871438919963,179.79991937173642,0.5283106565475464,OK,neutral,neutral,0.00196870975216408,0.00087255182011489,0.196870975216408,0.087255182011489,0.196870975216408,0.087255182011489,-0.025900055612124717
93,4.11655068397522,179.88319929826827,179.86528826714394,0.5277734100818634,OK,neutral,neutral,-0.0005095092622114829,-0.0005873555904052913,-0.05095092622114829,-0.05873555904052913,0.05095092622114829,0.05873555904052913,-0.017377208998497373
94,4.166236400604248,179.03047513719605,179.29882620111772,0.5282163023948669,OK,neutral,neutral,-0.0042297053577551365,-0.00305671572474706,-0.42297053577551363,-0.305671572474706,0.42297053577551363,0.305671572474706,-0.0038523390369160637
95,4.220621824264526,178.77683796526316,179.0442456469469,0.5280228555202484,OK,neutral,neutral,-0.005336433161196888,-0.004165838156571597,-0.5336433161196888,-0.4165838156571597,0.5336433161196888,0.4165838156571597,0.00013986335809601513
96,4.264806747436523,179.06775144227055,178.79500581542493,0.5280714333057404,OK,neutral,neutral,-0.00406697236581879,-0.0052520400946628265,-0.40669723658187895,-0.5252040094662827,0.40669723658187895,0.5252040094662827,0.0027711247030817177
97,4.312581539154053,178.68426097147216,178.5736870892171,0.5284570753574371,OK,neutral,neutral,-0.005740017853821859,-0.006215933962500812,-0.5740017853821858,-0.6215933962500813,0.5740017853821858,0.6215933962500813,0.0029167760290027545
98,4.366512775421143,178.4969036228715,178.40549996912748,0.5284653306007385,OK,neutral,neutral,-0.006557175621545177,-0.006948378418495312,-0.6557175621545177,-0.6948378418495312,0.6557175621545177,0.6948378418495312,0.002541078529005425
99,4.4100000858306885,178.21228107148,178.48953849044264,0.5288470089435577,OK,neutral,neutral,-0.007795978441655139,-0.006581823756528044,-0.7795978441655139,-0.6581823756528044,0.7795978441655139,0.6581823756528044,0.0033105657628809126
100,4.449331283569336,178.06883648300715,178.53924545695372,0.5290751159191132,OK,neutral,neutral,-0.008419056454563591,-0.006364897196358858,-0.8419056454563592,-0.6364897196358859,0.8419056454563592,0.6364897196358859,0.00267516681794433
101,4.5010809898376465,177.99358637590677,178.36845811059396,0.5289016664028168,OK,neutral,neutral,-0.008746948309926566,-0.007108612004440842,-0.8746948309926567,-0.7108612004440842,0.8746948309926567,0.7108612004440842,0.0015291515129796096
102,4.558527231216431,178.04084634051853,178.29743420916475,0.5289745032787323,OK,neutral,neutral,-0.008540695929173477,-0.007418507607007382,-0.8540695929173477,-0.7418507607007382,0.8540695929173477,0.7418507607007382,0.0007826606357648203
103,4.61821174621582,178.07787787730385,178.25195362048632,0.5290288031101227,OK,neutral,neutral,-0.008379114234415796,-0.007617025878994818,-0.8379114234415795,-0.7617025878994819,0.8379114234415795,0.7617025878994819,-0.0006687014254183055
104,4.655711650848389,178.14819739980751,178.30706361970402,0.5290438234806061,OK,neutral,neutral,-0.00807233449251769,-0.007376876076716833,-0.807233449251769,-0.7376876076716833,0.807233449251769,0.7376876076716833,-0.0009533320413299684
105,4.71152663230896,178.18952179969241,178.3449195082263,0.5290398001670837,OK,neutral,neutral,-0.007891949043360614,-0.007211886572724645,-0.7891949043360614,-0.7211886572724645,0.7891949043360614,0.7211886572724645,-0.0015492467577757907
106,4.741559267044067,178.19301612418923,178.31859234299552,0.5288936197757721,OK,neutral,neutral,-0.007876663310375693,-0.00732556346041875,-0.7876663310375693,-0.732556346041875,0.7876663310375693,0.732556346041875,0.001717485301142574
107,4.779790878295898,178.19707433321386,178.2886481017702,0.5287708938121796,OK,neutral,neutral,-0.007858892750562492,-0.007455087270467562,-0.7858892750562492,-0.7455087270467562,0.7858892750562492,0.7455087270467562,0.011380512200279469
108,4.819391965866089,178.29076162267663,178.2678592094299,0.5286487638950348,OK,neutral,neutral,-0.007450244544531441,-0.007545085013554196,-0.745024454453144,-0.7545085013554196,0.745024454453144,0.7545085013554196,0.016847289176654456
109,4.869138956069946,178.35998763664793,178.24429420352504,0.5285467803478241,OK,neutral,neutral,-0.007148281423173371,-0.007647378271370027,-0.714828142317337,-0.7647378271370027,0.714828142317337,0.7647378271370027,0.04986839355914796
110,4.8959150314331055,178.98573536279386,179.06127800128763,0.5307666957378387,OK,neutral,neutral,0.004422384914526223,0.004091596448185787,0.4422384914526223,0.40915964481857875,0.4422384914526223,0.40915964481857875,0.05783208753297053
111,4.955319881439209,176.07320937645525,175.05085067772225,0.5336017310619354,OK,neutral,varus,0.01713591666496894,0.021592337421860612,1.7135916664968938,2.159233742186061,1.7135916664968938,2.159233742186061,0.09649101507135249
112,4.981713533401489,175.05375103069548,173.62568430781883,0.5350837111473083,OK,varus,varus,0.02159311937357582,0.027828020824971322,2.159311937357582,2.782802082497132,2.159311937357582,2.782802082497132,0.10347209998057871
113,5.0586113929748535,172.3398159906601,170.68960188752695,0.5415205657482147,OK,varus,varus,0.03347160716065491,0.04071007566458183,3.3471607160654915,4.071007566458183,3.3471607160654915,4.071007566458183,0.07279029200953957
114,5.1042327880859375,171.08791629678447,169.84306845723086,0.5440220236778259,OK,varus,varus,0.038954850010584345,0.044431658753393305,3.8954850010584345,4.44316587533933,3.8954850010584345,4.44316587533933,0.10749497086217197
115,5.136351585388184,168.39061124049016,168.5772793546825,0.5513860583305359,OK,varus,varus,0.050755244669348824,0.050000370257494785,5.0755244669348825,5.000037025749479,5.0755244669348825,5.000037025749479,0.13720238325552891
116,5.168506860733032,167.55354578891237,167.40881620505385,0.5535138845443726,OK,varus,varus,0.054416132089391306,0.055156229364817365,5.44161320893913,5.515622936481736,5.44161320893913,5.515622936481736,0.13711907944547264
117,5.204913377761841,165.32523440318715,164.97666361224034,0.5590154826641083,OK,varus,varus,0.06418143913645194,0.0659204381899677,6.418143913645194,6.59204381899677,6.418143913645194,6.59204381899677,0.13181885053574938
118,5.245917320251465,164.60650267925814,164.49431150823037,0.5607834458351135,OK,varus,varus,0.06745042587927916,0.06804841270391696,6.745042587927916,6.804841270391695,6.745042587927916,6.804841270391695,0.20051076735091833
119,5.27379298210144,161.9582336747381,160.74225983575778,0.5696402192115784,OK,varus,varus,0.07925099035149581,0.08481758816188786,7.925099035149581,8.481758816188787,7.925099035149581,8.481758816188787,0.19651381226036957
120,5.329625844955444,160.8227373708143,159.64192920205954,0.5717309713363647,OK,varus,varus,0.0843550945004388,0.08976487446116724,8.43550945004388,8.976487446116725,8.43550945004388,8.976487446116725,0.16329232747678368
121,5.3636980056762695,156.42126827276624,154.40236653923225,0.5861490964889526,OK,varus,varus,0.10408719615992217,0.11353579006167215,10.408719615992217,11.353579006167216,10.408719615992217,11.353579006167216,0.16099773847301546
122,5.472619533538818,152.49849093761853,150.7909751631802,0.5976406037807465,OK,varus,varus,0.12181203419825673,0.1302788294869191,12.181203419825673,13.02788294869191,12.181203419825673,13.02788294869191,0.13327430973981436
123,5.512492895126343,152.3290918126731,150.25894654970887,0.5985892713069916,OK,varus,varus,0.12281073391690288,0.13276283019204527,12.281073391690288,13.276283019204527,12.281073391690288,13.276283019204527,0.15887066589162835
124,5.5518882274627686,150.2977565815629,148.05699343382864,0.6049420237541199,OK,varus,varus,0.13226286325137201,0.14285472129335386,13.2262863251372,14.285472129335385,13.2262863251372,14.285472129335385,0.1792522934190348
125,5.583072900772095,149.69643403696026,148.6496196208771,0.606606662273407,OK,varus,varus,0.13495647097362728,0.14020356658965596,13.495647097362728,14.020356658965596,13.495647097362728,14.020356658965596,0.17598721251684513
