n_cycles,mean_bottom_cycle_percent,bottom_cycle_percent_sd,peak_knee_flexion_mean,peak_knee_flexion_timing_percent,knee_flexion_average_variability,peak_hip_flexion_mean,peak_hip_flexion_timing_percent,hip_flexion_average_variability,peak_trunk_flexion_mean,peak_trunk_flexion_timing_percent,trunk_flexion_average_variability,peak_ankle_dorsiflexion_mean,peak_ankle_dorsiflexion_timing_percent,ankle_dorsiflexion_average_variability,peak_foot_inclination_mean,peak_foot_inclination_timing_percent,foot_inclination_average_variability,mean_knee_descent_velocity_deg_s,mean_knee_ascent_velocity_deg_s,knee_velocity_average_variability
6,56.2,3.3,85.25,57.0,4.01,87.7,57.0,3.57,24.39,60.0,1.08,17.34,48.0,1.93,7.75,80.0,1.61,81.98,105.05,18.94
