cycle_percent,pelvis_displacement_mean,pelvis_displacement_sd,left_deviation_mean_percent,left_deviation_sd_percent,right_deviation_mean_percent,right_deviation_sd_percent,pelvis_velocity_mean,pelvis_velocity_sd
0.0,0.0,0.0,0.2784571556102128,1.502733279061706,-0.17280942630533697,0.9995534598355846,0.06168474179020045,0.007889941374707617
1.0,0.00115311471383841,0.00035475774823542645,0.6480024035702527,1.550820158393446,0.023318598026706237,1.0311231364824665,0.07869708000275923,0.01117144960463317
2.0,0.002378790018156824,0.0007626009119536941,0.983891661081006,1.7112618640841137,0.20420156707226397,1.1015831495494055,0.09597979267861954,0.015817160291281815
3.0,0.003997104845534001,0.001560100029298435,1.137661782699116,1.8190526402861122,0.30259056525715666,1.1598312753252982,0.11472555436794178,0.02076256278483425
4.0,0.00587387977858175,0.002433349392156178,1.3996895519506747,2.06681337119789,0.49856906386507766,1.348324117963376,0.1286036421976819,0.021280818992951707
5.0,0.008134474546902673,0.003277238171090049,1.8650603381379156,2.641849929157858,0.94592143232225,1.9774341704075982,0.13786222582026425,0.022593558647347134
6.0,0.010591999397674808,0.004161746737937746,2.0548994436250245,3.032893423367102,1.1152821102268975,2.446409585179329,0.14348474694099972,0.023342012173488334
7.0,0.013014202412916714,0.005208347883041453,2.111690477776924,3.2906953244899433,1.179388377966293,2.7516986904674257,0.14814405553252238,0.024768301418652734
8.0,0.015221884949953033,0.006269037198717141,2.278834033314356,3.6374999018545973,1.3646619252097465,3.110105025975033,0.16127401768570376,0.030384864713142255
9.0,0.017365724178474845,0.007311655280081092,2.50592268163984,4.032422024573547,1.599682363155267,3.5137163052885425,0.17755013879110573,0.0405282572932165
10.0,0.020195242504861675,0.009218601842356535,2.607619070036294,4.296241982037581,1.7498103537537002,3.8232439379082317,0.18989535058651574,0.04863088800235778
11.0,0.023617644258465763,0.011713640703932137,2.7905786322914663,4.553258923930538,1.9713555057580308,4.09936987049633,0.1982852666982815,0.053515373729144895
12.0,0.026560248222343853,0.013242499119388155,3.332837769978787,5.136753663390383,2.3244323595882235,4.463648530701908,0.1976217787618105,0.04756899375728981
13.0,0.029674119351452123,0.014510360574926546,3.9016439308171074,5.7395198450102365,2.7012305720134635,4.8417325579555515,0.19952052998856096,0.03761357061235188
14.0,0.03292231654621294,0.016107015006476218,4.1621286379323275,6.060465153701586,2.9812917822391762,5.15015762451327,0.2041070989998559,0.028431402273598617
15.0,0.03619942333146379,0.017886215711412638,4.277423615670065,6.24628527713603,3.205391955413316,5.4216695873061065,0.20920160447555552,0.020470873798069895
16.0,0.03918588645882691,0.019090491252844954,4.88290061744952,6.858825931182688,3.8509190245623643,6.151483712570171,0.2048916036370309,0.012673780484373544
17.0,0.0422138922775103,0.020107873558932794,5.507365167664743,7.505795006093767,4.487882323065181,6.947956781662586,0.1982772452065499,0.020462130915531774
18.0,0.044959649824795264,0.020785700614771946,5.8732887645670475,7.913299792184194,4.911908131702235,7.521453588663572,0.1906020488910925,0.03302707585086599
19.0,0.04772434853849224,0.02147907635013796,6.23945214637742,8.290121974089493,5.352663774230829,8.057173201567835,0.18191212723308084,0.04580907696039188
20.0,0.05017456514327172,0.021296399347747436,6.2955080142491004,8.342751010368149,5.396268626384834,8.117211995326512,0.18574693098189024,0.05727910312818642
21.0,0.05258057698329256,0.021062940774958586,6.331304318393466,8.375441049769636,5.409615134474348,8.147270538256633,0.19009914568669464,0.0698699225253998
22.0,0.055045176169980545,0.021080202933676444,6.377674401756689,8.448710344856798,5.405008134527776,8.241569268036264,0.19290272234442513,0.08562875824605067
23.0,0.0579080433662757,0.021206037882015204,6.567366981497909,8.669440171862345,5.43716570622353,8.444170132393662,0.18317460061949759,0.09375864085321964
24.0,0.060291996824847136,0.020373300230019032,6.7218404228589606,8.880910596027842,5.428791813622853,8.658393211881423,0.16615023178348523,0.1032072787310683
25.0,0.06204045099860791,0.019516800385342026,6.868947646415843,9.061462234497323,5.447636127950643,8.804367694768167,0.14222129854574678,0.10964121566011795
26.0,0.06330590967778761,0.01869497781716119,6.8552959368139,9.0814110549718,5.374260809314402,8.775849881208655,0.11453743470533988,0.11356545710489759
27.0,0.06439307071268194,0.017661067258510816,6.772163150653384,9.035943201099357,5.264433461705846,8.712592271175456,0.0864618483140748,0.11910318893117709
28.0,0.06548023174757628,0.016647805011720824,6.689030364492868,8.99090297870567,5.154606114097291,8.649605563162014,0.05838626192280971,0.12560384367159694
29.0,0.06532578401814505,0.014651383859408165,6.715656009199854,9.00999145006591,5.0773929219973075,8.650969838848681,0.027823667968583626,0.15500155388741427
30.0,0.06483485623111417,0.01256111626934542,6.756337103425776,9.035708848312193,4.9980209365513755,8.650981447978715,-0.001178953385080911,0.1853500092021517
31.0,0.06338773878554106,0.009823003041149811,6.744358723802469,9.019673363080678,4.8491105854205045,8.589924336863328,-0.022261859437713465,0.2051123141925364
32.0,0.061730044270742045,0.007831779535250176,6.688741046683639,8.959378088033151,4.673712221057265,8.50200047327108,-0.03587632415548279,0.21646076494288413
33.0,0.060047100934322785,0.007489214110103217,6.657156177852133,8.91841711771168,4.526800384509035,8.402789321224756,-0.04360634294160335,0.21819361494454495
34.0,0.058316532522575494,0.00924140758570381,5.896429554182345,8.293041673728212,3.671453648860749,7.715702479242034,-0.043554882266242365,0.20983807537961086
35.0,0.05667658197084681,0.012183913779900819,5.113395355937475,7.753508984586315,2.8006681902274666,7.12384648504782,-0.042843625818808496,0.20071162037685378
36.0,0.055339723029884234,0.01504640877377195,4.632581174528521,7.512057180852426,2.2809043468175765,6.902050644243767,-0.04080632377241688,0.1954248300712751
37.0,0.0539358344748224,0.01806294388737931,4.153887734709547,7.350302496727423,1.7695380086648165,6.784882055368625,-0.0377637301650352,0.19115523302574527
38.0,0.05219243361056356,0.021452729601447288,4.04916429705144,7.363978339828666,1.702180233282227,6.85960427698786,-0.040297822658854975,0.19275237876927148
39.0,0.0504321265385968,0.024913875663987048,3.9530371169610645,7.3809873746289085,1.6480812422123008,6.933935841620138,-0.043127194317163345,0.19371971924035142
40.0,0.04878209403854992,0.028316987215795546,3.6794647551012907,7.351352866971463,1.4788534265655415,6.966770539358811,-0.03213467313698985,0.173851173017246
41.0,0.04739373209939539,0.031731267125282514,3.434024167203675,7.340469046628925,1.3223387474380697,7.011122312754408,-0.022252328960348886,0.1513680952364937
42.0,0.0469305402837092,0.03371076038363704,3.419245074596174,7.381365989954828,1.277555777456523,7.047470386923593,-0.006863619548974699,0.12128415605123459
43.0,0.04626410085895062,0.035488674007130905,3.400756455724511,7.436418266887226,1.2274844238659803,7.062143396115054,0.005376438262352317,0.0883889221017258
44.0,0.04611355764219469,0.036434018586918124,3.2919892008902507,7.463560853435213,1.1255242532695786,7.068400666956312,0.008357878065564536,0.06632520661919622
45.0,0.04598581587398003,0.03711736756823381,3.1834577847980303,7.470369607657259,1.0629850974643678,7.077514415373318,0.009921241294492731,0.04671508822440238
46.0,0.04598756843565495,0.037586692555193646,3.0993350631287075,7.478866425115089,1.0462731469515993,7.087137304927444,0.011017211249338856,0.032678401397887094
47.0,0.04610628980231918,0.037830990583609496,3.0722835530147234,7.486349649350648,1.0633471179787723,7.091733572686481,0.017552847125380473,0.02589493501518627
48.0,0.04641507960955878,0.03776219819999883,3.1271508025695756,7.492284956762873,1.1188768984926607,7.101862936481981,0.028806635435036698,0.0370133283241379
49.0,0.047267565487435916,0.036691395593643386,3.1473970730888357,7.482336191773165,1.134832186390397,7.077993888121893,0.04188540186538171,0.06105383115572436
50.0,0.048345740760940746,0.035123871440181795,3.1498950670829875,7.461088409172971,1.128091726930033,7.032107475139941,0.05580689939840037,0.08893348952265387
51.0,0.049843440984270126,0.03290928260277235,3.2759163819640778,7.442504102012295,1.164331674873853,6.997791621099501,0.058460634149017365,0.10385631531766132
52.0,0.0514382726541455,0.030563674846733845,3.428031391552215,7.43096047709402,1.2123382113840473,6.97091825572801,0.058771411947780974,0.1159566690598763
53.0,0.05285031062183593,0.028276414075804064,3.5061967558653158,7.415526965824847,1.25188349811269,6.968162466422881,0.05783940808207294,0.12775136546746108
54.0,0.05415131323017408,0.025917715464730238,3.5815590832999966,7.401450464945531,1.2949342783223379,6.960437048331058,0.055565894641414856,0.14028123362575629
55.0,0.055877736673343815,0.022885338635312318,4.345121339224376,7.556300440398796,1.8281025409367806,7.092029348219571,0.04761716446830446,0.14763984430855667
56.0,0.05756181233148977,0.01991876742667302,5.089084989337246,7.844708151624053,2.3748725926143535,7.300728170226934,0.03863740031318536,0.15372303582454247
57.0,0.058520278184274854,0.017387051553808326,5.383616008915048,7.9914140449355955,2.7863454545976727,7.497733167993792,0.02581938913600047,0.15247024834978462
58.0,0.05928275851247857,0.014655387837168453,5.675109023150725,8.161172672885165,3.184854907668946,7.748482872018353,0.013561663370771682,0.15094706122390336
59.0,0.060066276876345845,0.011911185620602248,5.7899521630888175,8.233078212596052,3.451388514229645,7.937389324718046,0.008571589733967327,0.15931860362337014
60.0,0.06079500714740009,0.0091554013234696,5.776605407201734,8.20268323275281,3.6241449704929187,8.072794494403757,0.007947696045862646,0.17282399933073492
61.0,0.061549973676291336,0.006432137084454795,5.759466037429041,8.150086738448136,3.8122495433209025,8.20273542514452,0.007811425684621565,0.1838684614539207
62.0,0.06278996063662909,0.0036369519192291566,5.979595403024805,8.279178993378322,4.204298188950113,8.52050180434265,-0.0012805754803360992,0.18272164478919434
63.0,0.06382683720991196,0.003267734720690655,6.154808856435753,8.402463734529245,4.523652865193744,8.80421861858388,-0.012819509025195158,0.1789917576188161
64.0,0.06410157605484092,0.005020684305547982,6.1368614392790946,8.376334976036844,4.560247741444401,8.844867906327563,-0.03290060240048574,0.1647533926585726
65.0,0.06411933433038122,0.007292198470534244,6.14539344736229,8.353651200992584,4.622404982104169,8.857795007145484,-0.051127016208529795,0.15262868655773618
66.0,0.06378554787413776,0.009359685829359846,6.212113560416707,8.37936636297946,4.673055170157742,8.866167840902332,-0.06242864314596912,0.14893369678203414
67.0,0.06332385510631451,0.011536366304463318,6.221072181795302,8.361639783485169,4.644651672162288,8.829994724663463,-0.07188500602486099,0.14246978859784937
68.0,0.06277217450598221,0.013669915523339108,6.199968020306545,8.324896245358218,4.630943874516004,8.828566657741352,-0.08137802808678521,0.1345478045550687
69.0,0.06199029940045684,0.01543719751102276,6.293162810625225,8.384987018163402,4.64405825197491,8.839240204705785,-0.0900500893140542,0.12613105925231646
70.0,0.06103722078384155,0.016937159832687322,6.459653686923426,8.51730736347803,4.669630107920999,8.850294280224464,-0.09889045637773079,0.11808475509595034
71.0,0.060067718789116396,0.018303315850862457,6.534138929868048,8.55668115963485,4.604073506747284,8.743303565012944,-0.11951789834037949,0.11191058518866194
72.0,0.05909303440184539,0.019644664866136145,6.554537425453313,8.55309129555081,4.505096005354963,8.608126142557921,-0.14119539033003314,0.10741286621512992
73.0,0.057143627932954244,0.019964326338709523,6.386614399524353,8.360277094489966,4.29989705779729,8.409774290748151,-0.16309460670013126,0.10680596654211941
74.0,0.055161759881334704,0.02024851916396804,6.245695479224622,8.200926161650713,4.117479271171272,8.239640212215104,-0.18575503068809354,0.10818261263439112
75.0,0.052514227333331574,0.021170890969193123,6.205558540562893,8.129481089767891,4.021315767321533,8.123788306648548,-0.20166938919330546,0.09483451607419266
76.0,0.04965954792463282,0.021741953834036768,6.190682093081703,8.090530307564483,3.9692123116372153,7.980259465307445,-0.2118547051103671,0.08321018177151569
77.0,0.04665476358457731,0.02060498182063372,6.162707548196304,8.044004981868214,3.9098100636733784,7.814864638824204,-0.20479970526218255,0.06041204079363605
78.0,0.044341764444661584,0.020318606954806376,5.8989348164564275,7.762164197031093,3.6570609341277196,7.439741169286074,-0.19335958537588835,0.04220299525416041
79.0,0.042198026717115464,0.020110761204107347,5.561078057934834,7.429200932044088,3.3486746080233374,7.039518489701537,-0.18168193302752003,0.026249265895597316
80.0,0.03999053863255152,0.019592972987244488,5.251104304603382,7.136490046208864,3.0405873550538933,6.710095974585464,-0.17247189611014097,0.01746857273659522
81.0,0.0372089149891568,0.018310011533916985,5.077903525213548,6.975897152909696,2.841276833180298,6.491112640231838,-0.17100565196770917,0.021730769432544338
82.0,0.034506555481014625,0.017120281428629758,4.837705973328457,6.7172400760337965,2.589855535292462,6.195629135279574,-0.17167085287650471,0.02326054360192692
83.0,0.03187586964035065,0.016033697141226145,4.486514846465065,6.335791410594282,2.2617116646180553,5.812208202794337,-0.1693231700590755,0.024465436128026787
84.0,0.02921873391530742,0.014747870402463014,4.237382302624143,6.0853958710793625,2.0536525669113055,5.528414258472932,-0.16637805065518152,0.02608809308865368
85.0,0.0265479234835199,0.01321681646472069,4.079683412335991,5.95994563369476,1.979415820963083,5.3164411470409245,-0.16328632419647282,0.028718373501993466
86.0,0.023995037399018426,0.011899248419993284,3.910122623123256,5.556952524559832,1.953482041896514,4.911051529953764,-0.16139661346033235,0.033616100680660545
87.0,0.02164944491773,0.010877335701464869,3.6344276234332584,4.872558558940037,1.8924197353391707,4.36036146104641,-0.16040017120392097,0.03882064556006072
88.0,0.01908578647821621,0.009552195408144845,3.466361898496676,4.325349085488246,1.8822392656301687,3.9416526723548206,-0.15598637536704563,0.04180237503112516
89.0,0.016262073652157878,0.007739006278468417,3.4108284567116938,4.0521874645379725,1.9131951477056035,3.7291722511792855,-0.14983350712481616,0.0419661866964464
90.0,0.014077340444547342,0.006536032805635198,3.218251121642915,3.7352868216010022,1.786129515230778,3.439278980120613,-0.14160339121109755,0.03899412118337737
91.0,0.012123807092770968,0.005495090944633222,2.995340939893312,3.3991784330547676,1.6304147477847828,3.1149930830518016,-0.1329093551045774,0.03556699793279557
92.0,0.009990997005348877,0.004227726073312846,2.8579191787955107,3.1640924719270873,1.5111716502056871,2.8386542033918047,-0.1266648221081166,0.03499161766328173
93.0,0.007774304582576917,0.0027993541862996814,2.7370830523080287,2.971701289913378,1.383325504260661,2.585073569540528,-0.12163716485651169,0.037168095100296554
94.0,0.0058461831645380685,0.0016889026317766103,2.0959237465031175,2.3695997835311657,1.0197713265282293,2.181900319316769,-0.10836425795623687,0.02816174018457138
95.0,0.004198136283302987,0.0009566982482829201,1.538029582402912,1.9415982279122777,0.7015514187044225,1.8597465338808261,-0.0962768281358172,0.01935851268706223
96.0,0.0030429858189082383,0.000695092981223715,1.2823649538749664,1.7507526924850183,0.5190180564612215,1.6742490009166835,-0.08735643015207366,0.014246067857088025
97.0,0.0020633519858643482,0.0006430048908731891,1.0819824191982303,1.6348404990632497,0.3873710201203314,1.52308486547117,-0.07979913172594728,0.011553326991137713
98.0,0.0010851064755361046,0.0007406458816205212,0.892534213599561,1.5517672533303326,0.20553474109234174,1.3825531927802617,-0.07023505369666883,0.013347699364617778
99.0,2.710935226060752e-05,0.001011724222327612,0.7999015583458282,1.5115511668768813,0.062327939064091044,1.2764483576657393,-0.06488830275499538,0.015476732684382571
100.0,-0.0010368253503527213,0.001372719220945789,0.7144769079219053,1.480965399983415,-0.07800286364591895,1.1898831172979663,-0.059855535609396424,0.018196244465528626
