n_cycles,mean_cycle_bottom_percent,mean_cycle_pelvis_peak_displacement,mean_cycle_left_peak_signed_deviation_percent,mean_cycle_left_peak_direction,mean_cycle_left_peak_timing_percent,mean_cycle_right_peak_signed_deviation_percent,mean_cycle_right_peak_direction,mean_cycle_right_peak_timing_percent,mean_cycle_peak_descent_velocity,mean_cycle_peak_descent_velocity_timing_percent,mean_cycle_peak_ascent_velocity,mean_cycle_peak_ascent_velocity_timing_percent,mean_cycle_pelvis_average_variability,mean_cycle_left_deviation_average_variability,mean_cycle_right_deviation_average_variability,mean_cycle_velocity_average_variability,mean_cycle_duration_s,mean_cycle_duration_sd_s,mean_descent_duration_s,mean_descent_duration_sd_s,mean_ascent_duration_s,mean_ascent_duration_sd_s
5,28.0,0.0655,6.87,varus,25.0,5.45,varus,25.0,0.2092,15.0,0.2119,76.0,0.0155,6.51,6.18,0.0868,1.58,0.58,0.78,0.45,0.79,0.48
