frame,time_s,left_fppa,right_fppa,pelvis_y,visibility_check,left_alignment,right_alignment,left_alignment_index,right_alignment_index,left_signed_deviation_percent,right_signed_deviation_percent,left_knee_deviation_percent,right_knee_deviation_percent,pelvis_y_filtered,pelvis_velocity
31,1.4293615818023682,150.0530991771555,153.689841315205,0.6756233870983124,OK,varus,varus,0.1337075512895127,0.11684244064110956,13.37075512895127,11.684244064110956,13.37075512895127,11.684244064110956,0.674463791506631,-0.0818314352926901
32,1.4685368537902832,150.37412862155514,154.25563088573338,0.6749909222126007,OK,varus,varus,0.1322110864064858,0.1142365468159508,13.221108640648579,11.42365468159508,13.221108640648579,11.42365468159508,0.6692550820963724,-0.19788915950075747
33,1.504765272140503,151.16116970129355,155.48509449870102,0.6713817417621613,OK,varus,varus,0.12851265460603198,0.10862497727662895,12.851265460603198,10.862497727662895,12.851265460603198,10.862497727662895,0.6599105043070655,-0.267648907586997
34,1.5403532981872559,151.53226278768426,156.48768919281213,0.6693687438964844,OK,varus,varus,0.1267687104084608,0.10405617615839774,12.67687104084608,10.405617615839773,12.67687104084608,10.405617615839773,0.6500458206449234,-0.28296388324496213
35,1.5783655643463135,159.65007128489088,165.16963162295514,0.6372184455394745,OK,varus,varus,0.08970723425870615,0.06500323698953571,8.970723425870615,6.500323698953571,8.970723425870615,6.500323698953571,0.6390553372246878,-0.263105120908671
36,1.6275849342346191,166.06332438633345,171.94232544882945,0.6124140322208405,OK,varus,varus,0.061062682555199047,0.03518801512009979,6.106268255519905,3.5188015120099787,6.106268255519905,3.5188015120099787,0.6277640461921691,-0.24524473574377392
37,1.67010498046875,167.33048510728105,172.71566023144055,0.6093234717845917,OK,varus,varus,0.055438836245209004,0.03179403809988255,5.5438836245209,3.179403809988255,5.5438836245209,3.179403809988255,0.6167544850281308,-0.25392787441891684
38,1.7131056785583496,170.54104651715429,174.68880632891458,0.598690003156662,OK,varus,varus,0.04123766332433043,0.023131121781279598,4.123766332433043,2.3131121781279598,4.123766332433043,2.3131121781279598,0.6060527775968824,-0.18791629312705727
39,1.7584784030914307,171.1305934722211,175.13914099539042,0.5959518849849701,OK,varus,varus,0.038678691477497223,0.021145600891103834,3.8678691477497225,2.1145600891103835,3.8678691477497225,2.1145600891103835,0.600444836275918,-0.08520958636037612
40,1.7931649684906006,172.283778727893,175.9830497034328,0.5943148136138916,OK,varus,neutral,0.03363970394055567,0.017478677664541805,3.363970394055567,1.7478677664541804,3.363970394055567,1.7478677664541804,0.5985071403639657,-0.042247323837048434
41,1.8387839794158936,173.2822697441066,176.1681638325254,0.5944567918777466,OK,varus,neutral,0.02928111528543651,0.016679552983017865,2.928111528543651,1.6679552983017865,2.928111528543651,1.6679552983017865,0.5973967611789703,-0.0018664483486752204
42,1.876920223236084,172.77041029515865,175.67260042182664,0.5979628562927246,OK,varus,neutral,0.03152650334374611,0.01884882775195002,3.152650334374611,1.8848827751950021,3.152650334374611,1.8848827751950021,0.5980420666081564,0.06875611633769996
43,1.9180235862731934,172.63326933429155,175.49952932777103,0.5988501608371735,OK,varus,neutral,0.03212156781143643,0.019606178985710845,3.212156781143643,1.9606178985710845,3.212156781143643,1.9606178985710845,0.6031645366123743,0.15577429513743724
44,1.9593114852905273,170.91626976099718,174.72911843413578,0.601550817489624,OK,varus,varus,0.039655859611097105,0.02297600968648548,3.9655859611097104,2.297600968648548,3.9655859611097104,2.297600968648548,0.6108880298478262,0.18199508088567296
45,2.004049301147461,169.9420568381917,174.1796314754714,0.603207141160965,OK,varus,varus,0.04394449306953017,0.025380652728352635,4.394449306953017,2.5380652728352637,4.394449306953017,2.5380652728352637,0.6187843552657535,0.20659792768867646
46,2.043938636779785,161.60481666259554,168.36550988962478,0.6318091750144958,OK,varus,varus,0.08094140653801302,0.05093401111673398,8.094140653801302,5.093401111673398,8.094140653801302,5.093401111673398,0.6280958013875144,0.20708247769147548
47,2.098991870880127,157.35040606686846,162.60612270235802,0.6483792662620544,OK,varus,varus,0.10013221484453444,0.07648338234607617,10.013221484453444,7.648338234607617,10.013221484453444,7.648338234607617,0.637494283063071,0.1725429112988648
48,2.1553802490234375,156.8685534590106,159.682703413794,0.6497310698032379,OK,varus,varus,0.10228108965044176,0.08957256318221037,10.228108965044177,8.957256318221036,10.228108965044177,8.957256318221036,0.6473291984626225,0.20919365776316567
49,2.1970767974853516,153.81244585138526,155.21310289489867,0.66314297914505,OK,varus,varus,0.11621022315872341,0.10985835056569326,11.621022315872342,10.985835056569327,11.621022315872342,10.985835056569327,0.657124204295022,0.18971717584219405
50,2.241518974304199,153.68195053703434,154.4194806621263,0.6646395325660706,OK,varus,varus,0.11681277294905759,0.11337772213157327,11.68127729490576,11.337772213157326,11.68127729490576,11.337772213157326,0.6634148487022944,0.11742661077379246
51,2.2826199531555176,152.68512767600043,153.4999586251591,0.6703952252864838,OK,varus,varus,0.12147157414730997,0.11751397414785593,12.147157414730996,11.751397414785593,12.147157414730996,11.751397414785593,0.6673243684428078,0.0884861531764809
52,2.3215272426605225,152.16497243897834,152.4676771211263,0.6717721819877625,OK,varus,varus,0.1238933580139954,0.12244597281994424,12.38933580139954,12.244597281994423,12.38933580139954,12.244597281994423,0.6705228005136762,0.056520833878423105
53,2.3606691360473633,150.47714415874967,151.83705550997576,0.6758436858654022,OK,varus,varus,0.13173884513145104,0.1254150608134427,13.173884513145104,12.54150608134427,13.173884513145104,12.54150608134427,0.6717236850942884,0.026359114819532792
54,2.4012296199798584,149.87988639690784,152.38773476469143,0.6757459044456482,OK,varus,varus,0.13451138536092921,0.12286850029866474,13.451138536092921,12.286850029866473,13.451138536092921,12.286850029866473,0.6726112025124686,-0.027330765688999392
55,2.437857151031494,150.53630234550246,153.51756316533937,0.6721200942993164,OK,varus,varus,0.13143790777742562,0.1176439537929095,13.143790777742561,11.76439537929095,13.143790777742561,11.76439537929095,0.669982407774244,-0.07412859869840283
56,2.4837393760681152,150.35403360637153,154.1012882485524,0.6715491712093353,OK,varus,varus,0.13232001837547888,0.1149655532859464,13.232001837547887,11.49655532859464,13.232001837547887,11.49655532859464,0.6664457193442753,-0.14511288852675008
57,2.5142500400543213,150.33200151493511,154.60027552965823,0.6708521544933319,OK,varus,varus,0.13240982248508146,0.11263499630146011,13.240982248508146,11.263499630146011,13.240982248508146,11.263499630146011,0.6606379534517016,-0.16086376790071233
58,2.5723133087158203,153.51111953275193,158.45928041612717,0.6519936621189117,OK,varus,varus,0.11763196342107898,0.09506750380300273,11.763196342107898,9.506750380300273,11.763196342107898,9.506750380300273,0.6545560445104326,-0.15640054556649474
59,2.6109466552734375,154.45702173026282,159.96717388064783,0.6470153629779816,OK,varus,varus,0.11326392006537667,0.08824765162376266,11.326392006537667,8.824765162376266,11.326392006537667,8.824765162376266,0.6471859770161764,-0.18321403737962427
60,2.6551625728607178,157.98570059919294,163.40595431243952,0.6351893246173859,OK,varus,varus,0.09717015277692787,0.07277339723320923,9.717015277692786,7.277339723320924,9.717015277692786,7.277339723320924,0.639467350074223,-0.18378636641042867
61,2.7016348838806152,158.91043227745632,164.5292799467312,0.6331725418567657,OK,varus,varus,0.093036897763758,0.06779125826434396,9.3036897763758,6.779125826434395,9.3036897763758,6.779125826434395,0.6304760490145,-0.17305374060334344
62,2.74542498588562,163.01443008219928,167.1791592784517,0.6205296218395233,OK,varus,varus,0.0746508627842247,0.056071406207794834,7.465086278422469,5.607140620779483,7.465086278422469,5.607140620779483,0.6237407071249824,-0.1876508424067751
63,2.781630516052246,164.12305640463254,167.85152518670046,0.6175187826156616,OK,varus,varus,0.0697059367218954,0.05313536742106576,6.9705936721895405,5.313536742106576,6.9705936721895405,5.313536742106576,0.6159336864948272,-0.18310972955204008
64,2.829862356185913,167.2681948881618,170.55131703932892,0.6079130470752716,OK,varus,varus,0.055674069724926424,0.04120588799418761,5.567406972492642,4.120588799418761,5.567406972492642,4.120588799418761,0.609191528388432,-0.1586072075209053
65,2.8675923347473145,168.38093093413096,172.10038703168536,0.6048462688922882,OK,varus,varus,0.05073247920176077,0.03444860080854548,5.073247920176077,3.444860080854548,5.073247920176077,3.444860080854548,0.6026517919131689,-0.1567319557004545
66,2.9021830558776855,173.9793713170452,175.4124736005251,0.5923662185668945,OK,varus,neutral,0.026229857463182214,0.019957058931086003,2.6229857463182213,1.9957058931086002,2.6229857463182213,1.9957058931086002,0.5977566880839211,-0.11580111377777014
67,2.977485418319702,177.34771042556542,178.69985189369456,0.5879942178726196,OK,neutral,neutral,0.011552629519975956,0.00565402546924559,1.1552629519975957,0.565402546924559,1.1552629519975957,0.565402546924559,0.5932518499238151,-0.06600254539562123
68,3.020195484161377,178.10711319040124,179.89546625977098,0.5873943865299225,OK,neutral,neutral,0.008248962996766628,-0.000455008875725707,0.8248962996766628,-0.045500887572570696,0.8248962996766628,0.045500887572570696,0.5902831895010812,-0.05962934075249837
69,3.07155442237854,178.47958457609792,179.67142890354367,0.58626389503479,OK,neutral,neutral,0.006625311881942907,-0.0014302863462874985,0.6625311881942907,-0.14302863462874985,0.6625311881942907,0.14302863462874985,0.5878307436193739,-0.02993434400767292
70,3.1109044551849365,178.69040525495302,179.5467258188356,0.5859849154949188,OK,neutral,neutral,0.005706138332250775,-0.0019732715976046506,0.5706138332250775,-0.19732715976046505,0.5706138332250775,0.19732715976046505,0.5871899851730892,-0.008302610320365389
71,3.1507043838500977,178.85168558369224,179.52908929363124,0.5871324241161346,OK,neutral,neutral,0.005003623568351766,-0.002050475124794753,0.5003623568351766,-0.2050475124794753,0.5003623568351766,0.2050475124794753,0.587180814572743,0.0015660976210103428
72,3.1833643913269043,179.15194573353108,179.67667365472093,0.5876791477203369,OK,neutral,neutral,0.003695344820336606,-0.001407974924154515,0.3695344820336606,-0.1407974924154515,0.3695344820336606,0.1407974924154515,0.5872801116534642,0.004921001459246455
73,3.222372055053711,179.12274962490417,179.17339738783372,0.5878809094429016,OK,neutral,neutral,0.003822360859181049,-0.0036003330591895533,0.38223608591810493,-0.3600333059189553,0.38223608591810493,0.3600333059189553,0.587559687239783,0.007245306369423332
74,3.2525172233581543,179.12501401052708,178.9192809587952,0.5879300236701965,OK,neutral,neutral,0.0038123375855149836,-0.004707631096015875,0.3812337585514984,-0.4707631096015875,0.3812337585514984,0.4707631096015875,0.5877799178872788,0.004277769776000362
75,3.2937073707580566,178.90612133485968,179.30578345236424,0.5880894660949707,OK,neutral,neutral,0.0047658019951880995,-0.0030235026667331036,0.47658019951881,-0.30235026667331033,0.47658019951881,0.30235026667331033,0.5877857037952967,0.0006142596786213872
76,3.342676877975464,178.80804718873534,179.53842893043927,0.5882209241390228,OK,neutral,neutral,0.005193112334318776,-0.002010054589277918,0.5193112334318777,-0.20100545892779179,0.5193112334318777,0.20100545892779179,0.5878433670316423,0.038512111677910355
77,3.374720573425293,178.7257859758162,179.84374232992064,0.5875265300273895,OK,neutral,neutral,0.005550438849791092,0.0006804960937484244,0.5550438849791092,0.06804960937484245,0.5550438849791092,0.06804960937484245,0.5898602732590267,0.06465676449582958
78,3.4134039878845215,178.65913063422812,179.54771263700815,0.5871729254722595,OK,neutral,neutral,0.005839972918418098,0.001969877616868874,0.5839972918418098,0.19698776168688742,0.5839972918418098,0.19698776168688742,0.5924414779458727,0.10187519217284802
79,3.446431875228882,179.23378075191818,176.75193742972016,0.5880827903747559,OK,neutral,neutral,-0.0033376906611295885,-0.01414785380378898,-0.33376906611295887,-1.414785380378898,0.33376906611295887,1.414785380378898,0.5967973683561597,0.1111803801920086
80,3.5096800327301025,176.00589181337963,173.9638766592072,0.6019992530345917,OK,neutral,valgus,-0.017423622945149472,-0.026311308009094335,-1.7423622945149473,-2.6311308009094336,1.7423622945149473,2.6311308009094336,0.6013215567384448,0.12661764797931596
81,3.549910545349121,175.01105101890906,173.5430095355522,0.6059984564781189,OK,valgus,valgus,-0.021766714818141776,-0.028130138341788805,-2.1766714818141777,-2.8130138341788804,2.1766714818141777,2.8130138341788804,0.6078251004219055,0.18851932583113928
82,3.5823116302490234,174.36993698035917,172.34086559026198,0.61858069896698,OK,valgus,valgus,-0.024561476406310748,-0.03338724000194506,-2.456147640631075,-3.338724000194506,2.456147640631075,3.338724000194506,0.614634313753673,0.21129246201791574
83,3.6221494674682617,174.31283812582848,172.29488520708693,0.6198902428150177,OK,valgus,valgus,-0.024772233506288873,-0.03355714869797506,-2.477223350628887,-3.3557148697975063,2.477223350628887,3.3557148697975063,0.6231075184685843,0.29994036445325634
84,3.6418559551239014,173.85789917826796,171.38184757035717,0.633051335811615,OK,valgus,valgus,-0.02670097006568811,-0.03749822146087088,-2.670097006568811,-3.749822146087088,2.670097006568811,3.749822146087088,0.6298687968935285,0.2881562415583492
85,3.6840596199035645,173.47398812448188,171.07234239316287,0.634837418794632,OK,valgus,valgus,-0.028361271521646872,-0.0388368029946473,-2.8361271521646874,-3.88368029946473,2.8361271521646874,3.88368029946473,0.637064095054354,0.15034980094226214
86,3.7260892391204834,173.61931332512444,169.88498473430985,0.6473952233791351,OK,valgus,valgus,-0.02763034712630905,-0.04406187217954972,-2.763034712630905,-4.4061872179549715,2.763034712630905,4.4061872179549715,0.64254025050572,0.14585894923121678
87,3.764329433441162,173.80754608414543,169.53367944675782,0.649328202009201,OK,valgus,valgus,-0.02681480441625164,-0.04556973283761413,-2.6814804416251636,-4.556973283761414,2.6814804416251636,4.556973283761414,0.6486595102718897,0.1289869334551037
88,3.8141462802886963,173.57068429068008,168.5016963919159,0.6563655436038971,OK,valgus,valgus,-0.027703045067215902,-0.05011779560983435,-2.7703045067215903,-5.011779560983435,2.7703045067215903,5.011779560983435,0.6530711352825164,0.14733948773832495
89,3.8392457962036133,173.6391233678013,167.95902401911604,0.6569137871265411,OK,valgus,valgus,-0.02734739328872423,-0.05246999182872224,-2.734739328872423,-5.246999182872224,2.734739328872423,5.246999182872224,0.6575126520224979,0.13521819755363307
90,3.8771960735321045,173.51181195793643,167.37844799584119,0.6627250611782074,OK,valgus,valgus,-0.02782672640696502,-0.054967085579316705,-2.782672640696502,-5.496708557931671,2.782672640696502,5.496708557931671,0.6602492673056466,0.06186503518820352
91,3.923452138900757,173.49924252615764,167.21566577433572,0.6639327108860016,OK,valgus,valgus,-0.0278583080537848,-0.05562137146451519,-2.78583080537848,-5.562137146451519,2.78583080537848,5.562137146451519,0.6625332619462694,0.03894255292789417
92,3.9642603397369385,173.56529777184218,166.92880434027614,0.6659280359745026,OK,valgus,valgus,-0.027643407646671867,-0.05689194483248548,-2.7643407646671867,-5.689194483248548,2.7643407646671867,5.689194483248548,0.6637467699391502,0.00820105575452601
93,3.9977505207061768,173.62467220236442,167.0022524336534,0.6665515303611755,OK,valgus,valgus,-0.027394445119996856,-0.05659288091608667,-2.7394445119996855,-5.659288091608667,2.7394445119996855,5.659288091608667,0.6634295242173331,-0.0524087440811325
94,4.034132719039917,173.52536097720014,166.2412545869696,0.6653161644935608,OK,valgus,valgus,-0.027843307258557555,-0.059913140026987166,-2.7843307258557557,-5.991314002698717,2.7843307258557557,5.991314002698717,0.659825780561992,-0.0973952730023262
95,4.079782724380493,173.48184130147615,165.92083698271688,0.6648600995540619,OK,valgus,valgus,-0.028047169289173824,-0.061274895434662385,-2.8047169289173826,-6.127489543466239,2.8047169289173826,6.127489543466239,0.6554746031761168,-0.12775305634827738
96,4.120975017547607,173.72612651898686,166.69643610964766,0.654693067073822,OK,valgus,valgus,-0.027155189098029418,-0.05795290999188809,-2.7155189098029417,-5.795290999188809,2.7155189098029417,5.795290999188809,0.6490064816815512,-0.1531324566063903
97,4.16774845123291,174.3722699966392,167.71853978142826,0.6374988555908203,OK,valgus,valgus,-0.024450599069729732,-0.05352208589793811,-2.4450599069729733,-5.352208589793811,2.4450599069729733,5.352208589793811,0.6420505600316184,-0.19475876926154712
98,4.204869270324707,175.25935781706093,167.94155109291273,0.6334744691848755,OK,valgus,valgus,-0.02058824299240145,-0.05257542101563295,-2.058824299240145,-5.2575421015632955,2.058824299240145,5.2575421015632955,0.633464502436774,-0.23346189735190492
99,4.242429256439209,175.56164385192693,169.58385626710847,0.6206511855125427,OK,neutral,valgus,-0.019292955895465178,-0.04536841248570512,-1.9292955895465178,-4.536841248570512,1.9292955895465178,4.536841248570512,0.624613527740751,-0.20609817721397494
100,4.296133995056152,175.7766318410224,170.00101685794442,0.6178600788116455,OK,neutral,valgus,-0.018365510681995236,-0.04352725757900159,-1.8365510681995236,-4.352725757900159,1.8365510681995236,4.352725757900159,0.6158142643315451,-0.1914396927537556
101,4.327618837356567,175.8049619669523,171.99532139597864,0.6052137613296509,OK,neutral,valgus,-0.018253832894916618,-0.03477670432776247,-1.8253832894916617,-3.4776704327762467,1.8253832894916617,3.4776704327762467,0.609277469771249,-0.20243166079119668
102,4.361213684082031,175.9789599249639,172.8892186936519,0.6029032766819,OK,neutral,valgus,-0.017516955201849534,-0.03091863933208189,-1.7516955201849533,-3.091863933208189,1.7516955201849533,3.091863933208189,0.6026626910482134,-0.16386481689271282
103,4.397862911224365,176.10716050559674,174.07393460365827,0.5930982232093811,OK,neutral,valgus,-0.01696995313144309,-0.025808982157487864,-1.696995313144309,-2.5808982157487863,1.696995313144309,2.5808982157487863,0.5979779064655303,-0.12958605060914685
104,4.431216239929199,176.05242712194894,174.4179816242218,0.591741293668747,OK,neutral,valgus,-0.017211719266943808,-0.024327228060797065,-1.7211719266943808,-2.4327228060797066,1.7211719266943808,2.4327228060797066,0.5936024061271122,-0.10054390135358293
105,4.476107597351074,175.9716025362743,175.41675146382607,0.5871710181236267,OK,neutral,neutral,-0.017570052181934203,-0.019958207532210354,-1.7570052181934204,-1.9958207532210355,1.7570052181934204,1.9958207532210355,0.5909402923924582,-0.08680915690537461
106,4.498901844024658,175.9645488637151,175.70534177988577,0.5878576934337616,OK,neutral,neutral,-0.017596154260807392,-0.018691288420743,-1.7596154260807393,-1.8691288420743,1.7596154260807393,1.8691288420743,0.5886431634426117,-0.07486393165093519
107,4.549705743789673,175.9851864292542,176.27956928551927,0.5872315764427185,OK,neutral,neutral,-0.01750898905817186,-0.016194698655908,-1.750898905817186,-1.6194698655907998,1.750898905817186,1.6194698655907998,0.5877739361354283,0.0003629463356897844
108,4.5829808712005615,175.98812363834838,176.60607196474305,0.5865789651870728,OK,neutral,neutral,-0.01749646845551077,-0.01477189627434578,-1.749646845551077,-1.477189627434578,1.749646845551077,1.477189627434578,0.588166811636516,0.02735595708970795
109,4.638182640075684,175.948613799698,176.41390200145173,0.5868233740329742,OK,neutral,neutral,-0.01767135154569828,-0.015606005873674613,-1.767135154569828,-1.5606005873674613,1.767135154569828,1.5606005873674613,0.59110084601811,0.06321890544582764
110,4.688080787658691,175.83765573288107,176.28220340526534,0.5870136320590973,OK,neutral,neutral,-0.01815285326349546,-0.016176993605037125,-1.815285326349546,-1.6176993605037124,1.815285326349546,1.6176993605037124,0.5947094517094748,0.12132675691752759
111,4.722791910171509,174.43716763709384,175.2032711298209,0.5944914221763611,OK,valgus,valgus,-0.024272453757765804,-0.02089100369788708,-2.4272453757765806,-2.089100369788708,2.4272453757765806,2.089100369788708,0.6001041914735521,0.146450358881828
112,4.765777349472046,173.50914497977362,174.55942944922398,0.6077092587947845,OK,valgus,valgus,-0.02831200471416103,-0.023706307321234705,-2.831200471416103,-2.3706307321234705,2.831200471416103,2.3706307321234705,0.6059220475809914,0.1621249688053057
113,4.805811882019043,173.15663982071788,173.87588431081932,0.6131179332733154,OK,valgus,valgus,-0.029838321221839267,-0.026691641572032517,-2.9838321221839266,-2.6691641572032516,2.9838321221839266,2.6691641572032516,0.6134111753531865,0.21152734985217236
114,4.839292526245117,172.7140401668548,172.51219420502667,0.6249947547912598,OK,valgus,valgus,-0.03177129809163791,-0.032634263150804206,-3.177129809163791,-3.263426315080421,3.177129809163791,3.263426315080421,0.621178137404578,0.2220446334139714
115,4.8780107498168945,172.79833078744906,171.89157773701643,0.627303957939148,OK,valgus,valgus,-0.031383751774320824,-0.03531834672555413,-3.1383751774320823,-3.531834672555413,3.1383751774320823,3.531834672555413,0.6293302902153559,0.18807196777065904
