frame,time_s,left_fppa,right_fppa,pelvis_y,visibility_check,left_alignment,right_alignment,left_alignment_index,right_alignment_index,left_signed_deviation_percent,right_signed_deviation_percent,left_knee_deviation_percent,right_knee_deviation_percent,pelvis_y_filtered,pelvis_velocity
116,4.9165990352630615,172.21229482528148,169.50698620397324,0.6392472684383392,OK,valgus,valgus,-0.03386843725073948,-0.04571804401610245,-3.386843725073948,-4.571804401610245,3.386843725073948,4.571804401610245,0.635723156588418,0.16122822914016144
117,4.958707809448242,171.95561083396822,169.0602942965515,0.6413823664188385,OK,valgus,valgus,-0.03489538055536175,-0.047590924431010824,-3.4895380555361752,-4.759092443101083,3.4895380555361752,4.759092443101083,0.6423082436834062,0.12936472425203593
118,5.011948108673096,172.02389772812163,168.7456734330387,0.6515564918518066,OK,valgus,valgus,-0.03438520504001732,-0.048931652903610304,-3.438520504001732,-4.89316529036103,3.438520504001732,4.89316529036103,0.6473769545555114,0.10837844845819156
119,5.056562185287476,172.39003918465,168.71828803187242,0.6524593234062195,OK,valgus,valgus,-0.03276156844161996,-0.049018555086162006,-3.276156844161996,-4.901855508616201,3.276156844161996,4.901855508616201,0.6527046774114882,0.09596976930800238
120,5.0963006019592285,172.4659464124729,168.7499403614598,0.6592135429382324,OK,valgus,valgus,-0.03233363081568037,-0.04899378815086051,-3.2333630815680374,-4.899378815086051,3.2333630815680374,4.899378815086051,0.6556884007794516,0.06946029258116937
121,5.134368419647217,172.63756994107072,168.86619300191688,0.6604757308959961,OK,valgus,valgus,-0.03160224952080321,-0.04850511385555294,-3.160224952080321,-4.850511385555294,3.160224952080321,4.850511385555294,0.6581275165081024,0.04460302442944197
122,5.169903993606567,172.61660633494304,169.0833122817658,0.6645980179309845,OK,valgus,valgus,-0.03172862641853866,-0.047561960283119945,-3.172862641853866,-4.756196028311995,3.172862641853866,4.756196028311995,0.6590666600636073,0.021223389652443636
123,5.229432106018066,172.61813893854352,169.33764065592243,0.6601333320140839,OK,valgus,valgus,-0.03172112021233462,-0.04618814548690033,-3.172112021233462,-4.618814548690033,3.172112021233462,4.618814548690033,0.6598110198974609,-0.029192914384955415
124,5.2694315910339355,172.65083369362668,169.56289568704096,0.6584561765193939,OK,valgus,valgus,-0.03161159654104406,-0.04510257031591088,-3.1611596541044062,-4.510257031591088,3.1611596541044062,4.510257031591088,0.6575226059981754,-0.07185953835606895
125,5.306419849395752,172.6347797449779,170.22345394019592,0.6581304967403412,OK,valgus,valgus,-0.03186670716490225,-0.04234062850251867,-3.1866707164902253,-4.234062850251867,3.1866707164902253,4.234062850251867,0.6543636151722498,-0.09926816680993245
126,5.35377049446106,172.57921213548383,170.62771935041764,0.6576698422431946,OK,valgus,valgus,-0.03220942123005662,-0.04065226925089417,-3.220942123005662,-4.0652269250894175,3.220942123005662,4.0652269250894175,0.6488228866032191,-0.14082812324182648
127,5.38769793510437,172.77113924815882,170.72718312237907,0.6431946456432343,OK,valgus,valgus,-0.03138963283108171,-0.04018094672062992,-3.138963283108171,-4.0180946720629915,3.138963283108171,4.0180946720629915,0.6434660596506936,-0.16669680357085337
128,5.426470994949341,172.79635429689444,170.74642090515917,0.6383627951145172,OK,valgus,valgus,-0.03130915400296517,-0.0401247761781408,-3.1309154002965167,-4.01247761781408,3.1309154002965167,4.01247761781408,0.6366125089781625,-0.16611600712556562
129,5.47281289100647,172.97982036271313,171.23056336747263,0.6258129179477692,OK,valgus,valgus,-0.03049437226034005,-0.0380473632770009,-3.049437226034005,-3.8047363277000903,3.049437226034005,3.8047363277000903,0.6295039653778076,-0.34543251179164614
130,5.494553327560425,173.15463867451953,171.73581610824095,0.622635543346405,OK,valgus,valgus,-0.02979890203658289,-0.03594740686051082,-2.979890203658289,-3.5947406860510815,2.979890203658289,3.5947406860510815,0.6200354823044368,-0.3516091710526501
131,5.547742605209351,173.74211997904644,172.38809757355952,0.610481321811676,OK,valgus,valgus,-0.02722829948765321,-0.03310590925310287,-2.722829948765321,-3.310590925310287,2.722829948765321,3.310590925310287,0.6122535509722573,-0.13907624420802822
132,5.60128927230835,173.79574000370735,172.5156693053322,0.6083706915378571,OK,valgus,valgus,-0.027028985807945896,-0.03260755535730705,-2.7028985807945896,-3.2607555357307048,2.7028985807945896,3.2607555357307048,0.6051962333066122,-0.14182831859158185
133,5.635673522949219,179.8736186385342,178.62151431885064,0.591390460729599,OK,neutral,neutral,-0.0005500500204704421,-0.0060018176943955805,-0.05500500204704421,-0.600181769439558,0.05500500204704421,0.600181769439558,0.6000980990273612,-0.12365191984763602
134,5.6916773319244385,177.23605339080825,179.3415600424115,0.5887211263179779,OK,neutral,neutral,0.012049355621690152,0.0028663705259083746,1.2049355621690152,0.28663705259083744,1.2049355621690152,0.28663705259083744,0.5954186575753349,-0.07744983699222807
135,5.731292724609375,176.88014334195054,177.99415430402223,0.5889615714550018,OK,neutral,neutral,0.013606162123415365,0.008731016226175458,1.3606162123415364,0.8731016226175458,1.3606162123415364,0.8731016226175458,0.5925215567861284,-0.07337412560690382
136,5.766071796417236,176.31052761874648,178.8892639506633,0.5901259779930115,OK,neutral,neutral,0.01607712870783181,0.004832401874321818,1.607712870783181,0.48324018743218183,1.607712870783181,0.48324018743218183,0.5899622397763388,-0.0354996151462732
137,5.80137300491333,176.44453091272274,179.1429450156712,0.5898794531822205,OK,neutral,neutral,0.015484504363070362,0.0037277544328659954,1.5484504363070362,0.37277544328659956,1.5484504363070362,0.37277544328659956,0.5900738068989345,0.008643068782149044
138,5.84327507019043,176.16758561859342,178.99445751321443,0.5902016162872314,OK,neutral,neutral,0.016695494519072863,0.004376430166867876,1.6695494519072862,0.4376430166867876,1.6695494519072862,0.4376430166867876,0.5907086602279118,0.014969058014478342
139,5.892895698547363,176.01628172052747,178.98132115147587,0.5904554724693298,OK,neutral,neutral,0.017357708202791207,0.004434538143205972,1.7357708202791207,0.4434538143205972,1.7357708202791207,0.4434538143205972,0.5914407500198909,0.015122178082534354
140,5.935053110122681,174.39200557754648,177.16763624481314,0.5921714305877686,OK,varus,neutral,0.024447791423976205,0.01233860158420577,2.4447791423976204,1.233860158420577,2.4447791423976204,1.233860158420577,0.5920914581843786,0.07259368421304835
141,5.974138498306274,173.79554252807455,176.56290579501297,0.5931650996208191,OK,varus,neutral,0.02705325175085072,0.014977255722238122,2.705325175085072,1.497725572223812,2.705325175085072,1.497725572223812,0.5970000752380915,0.15506787726168714
142,6.014826774597168,171.44326278074146,174.94882931248225,0.5940861999988556,OK,varus,varus,0.037335556655846994,0.02202417566898075,3.7335556655846993,2.2024175668980748,3.7335556655846993,2.2024175668980748,0.6045582379613603,0.1759148969186093
143,6.063051462173462,170.59009213145055,174.49523393079255,0.5946809351444244,OK,varus,varus,0.041070009742612476,0.024008215796023198,4.107000974261248,2.40082157960232,4.107000974261248,2.40082157960232,0.6124790906906128,0.224306945102402
144,6.097739219665527,159.56813505248965,165.99962245755088,0.6242397725582123,OK,varus,varus,0.09010272101412577,0.061386226666295896,9.010272101412577,6.1386226666295896,9.010272101412577,6.1386226666295896,0.6217582864420754,0.22306601392870684
145,6.164570569992065,154.69274005193594,159.84904824002973,0.6431087553501129,OK,varus,varus,0.11223029391620186,0.0888309919383161,11.223029391620186,8.88309919383161,11.223029391620186,8.88309919383161,0.6309439071587154,0.21698851015411336
146,6.203523397445679,154.66223000688058,157.9311956389919,0.6459014415740967,OK,varus,varus,0.11236216168864441,0.09739875266516484,11.236216168864441,9.739875266516485,11.236216168864441,9.739875266516485,0.641202164547784,0.27311696941121255
147,6.23953914642334,150.78437490052383,154.6616954804387,0.6571258008480072,OK,varus,varus,0.1302147656984457,0.11209732283415917,13.02147656984457,11.209732283415917,13.02147656984457,11.209732283415917,0.6513638922146388,0.23356363541356728
148,6.279018402099609,150.85939596082747,155.1381183008315,0.6574644446372986,OK,varus,varus,0.12983048164909014,0.10975738488955715,12.983048164909015,10.975738488955715,12.983048164909015,10.975738488955715,0.658482334443501,0.15851849995563327
149,6.312588691711426,148.6063019466766,154.43808685265589,0.6658940017223358,OK,varus,varus,0.14036204239832784,0.11301941683565038,14.036204239832784,11.301941683565039,14.036204239832784,11.301941683565039,0.6631818371159689,0.11761529336558141
150,6.364520788192749,148.37084683166213,155.35311307718072,0.6658130288124084,OK,varus,varus,0.14140842288152805,0.10898733221685289,14.140842288152806,10.898733221685289,14.140842288152806,10.898733221685289,0.6674923300743103,0.0737546362103032
151,6.406849384307861,147.2100190738341,153.68968953730734,0.6740688681602478,OK,varus,varus,0.14695758411164273,0.1168269400868083,14.695758411164272,11.68269400868083,14.695758411164272,11.68269400868083,0.6702952001776014,0.06764185077656393
152,6.43929123878479,146.65756138041334,152.8589065748945,0.6760052740573883,OK,varus,varus,0.14954085344221946,0.12069020266133763,14.954085344221946,12.069020266133764,14.954085344221946,12.069020266133764,0.6725250567708697,0.044967314632378574
153,6.466222763061523,145.94266306474498,152.7781612927084,0.676074892282486,OK,varus,varus,0.15303341924553632,0.12105455835708542,15.303341924553632,12.105455835708542,15.303341924553632,12.105455835708542,0.6732047413076674,0.019619298043027644
154,6.52570652961731,145.79996926702668,152.61598382658275,0.6767458915710449,OK,varus,varus,0.15376694681154823,0.12178463681349282,15.376694681154824,12.178463681349282,15.376694681154824,12.178463681349282,0.6736336393015724,-0.03379562093926225
155,6.568129062652588,146.1610906401429,153.54321038457806,0.6730734407901764,OK,varus,varus,0.151954873885335,0.11753113572363731,15.195487388533499,11.75311357236373,15.195487388533499,11.75311357236373,0.6709593151296886,-0.06349134311681048
156,6.624006986618042,146.7266493579056,153.93809590419596,0.6706517934799194,OK,varus,varus,0.1493296463577384,0.11571123296722934,14.93296463577384,11.571123296722934,14.93296463577384,11.571123296722934,0.6673783447061266,-0.10867779199434224
157,6.661010265350342,147.13826238681938,154.23112458079424,0.6688153147697449,OK,varus,varus,0.14740648767329467,0.11436454919310873,14.740648767329468,11.436454919310874,14.740648767329468,11.436454919310874,0.6622642150947026,-0.14371981664591793
158,6.699537515640259,149.58599913972603,155.60834241576245,0.6553485989570618,OK,varus,varus,0.13590516319532925,0.10806269928793757,13.590516319532925,10.806269928793757,13.590516319532925,10.806269928793757,0.6565059636320386,-0.16762316172159863
159,6.737423658370972,150.62513143328744,156.70596775082427,0.650938481092453,OK,varus,varus,0.13105201448602433,0.10305992555070397,13.105201448602433,10.305992555070397,13.105201448602433,10.305992555070397,0.6494786569050379,-0.20468656390726458
160,6.769311189651489,152.96394941388928,160.87739025899126,0.6402759850025177,OK,varus,varus,0.12015873911811015,0.08414901015838991,12.015873911811015,8.414901015838991,12.015873911811015,8.414901015838991,0.6424363596098763,-0.21452069188726064
161,6.809573411941528,153.84070423655493,163.24048803133138,0.6364381313323975,OK,varus,varus,0.11612387985524897,0.07362071273020583,11.612387985524897,7.362071273020583,11.612387985524897,7.362071273020583,0.6341209369046348,-0.20027546205278846
162,6.844264030456543,157.6604415681262,166.3053342903898,0.6238822937011719,OK,varus,varus,0.09861311933173236,0.059953562024532676,9.861311933173237,5.995356202453268,9.861311933173237,5.995356202453268,0.6273602545261383,-0.19403931623512882
163,6.881175518035889,159.29950182749607,167.88923108853615,0.6213557124137878,OK,varus,varus,0.09118983032809373,0.05297608619524772,9.118983032809373,5.297608619524772,9.118983032809373,5.297608619524772,0.6202311898980822,-0.17884399207001422
164,6.917564153671265,163.6545547870805,170.8497728256837,0.6106073558330536,OK,varus,varus,0.07175649915007781,0.03993465890295098,7.1756499150077815,3.993465890295098,7.1756499150077815,3.993465890295098,0.614236124924251,-0.16994814973004058
165,6.955063343048096,164.82188809171174,171.84201679336013,0.6080238223075867,OK,varus,varus,0.06656831246405212,0.03561344170549328,6.656831246405212,3.5613441705493276,6.656831246405212,3.5613441705493276,0.6076623712267194,-0.13956987627463047
166,7.013726234436035,169.19308400326437,174.18493322400647,0.6010350286960602,OK,varus,varus,0.04718798035635685,0.02534999202168541,4.718798035635685,2.534999202168541,4.718798035635685,2.534999202168541,0.6027541416031974,-0.09309905457313405
167,7.063103199005127,170.09096880319026,174.33224960176221,0.5983105301856995,OK,varus,varus,0.043238476146857545,0.024684558128055402,4.3238476146857545,2.4684558128055403,4.3238476146857545,2.4684558128055403,0.5977652456079211,-0.08748325137356261
168,7.107309341430664,173.84403060417912,176.76549090470067,0.5904218554496765,OK,varus,neutral,0.026853180997525122,0.014082467126267876,2.685318099752512,1.4082467126267877,2.685318099752512,1.4082467126267877,0.594434359243938,-0.06913305015947468
169,7.15521502494812,175.24969380828452,177.21266952320823,0.5895246863365173,OK,varus,neutral,0.020718842876664402,0.012135680227044001,2.0718842876664403,1.2135680227044001,2.0718842876664403,1.2135680227044001,0.5914451905659267,-0.05771022449033758
170,7.1847546100616455,178.6904606664644,178.76078906449789,0.5864334404468536,OK,neutral,neutral,0.005707203967159954,-0.005394890415746798,0.5707203967159954,-0.5394890415746798,0.5707203967159954,0.5394890415746798,0.5898258217743465,-0.04222874621725481
171,7.236145496368408,179.30677267645862,177.5728203989664,0.5872911512851715,OK,neutral,neutral,0.003020740230932598,-0.010568109515546622,0.3020740230932598,-1.0568109515546622,0.3020740230932598,1.0568109515546622,0.5887814121586936,-0.009672685494307665
172,7.285327196121216,179.3795370481955,177.08238680622563,0.5870996415615082,OK,neutral,neutral,0.002702790568487838,-0.012704860908087777,0.2702790568487838,-1.2704860908087776,0.2702790568487838,1.2704860908087776,0.5888069697788784,0.0015590014596051915
173,7.332796335220337,179.60635160142212,176.62545254720874,0.5896994471549988,OK,neutral,neutral,0.0017153853000021427,-0.014705332024433264,0.17153853000021427,-1.4705332024433264,0.17153853000021427,1.4705332024433264,0.5889285930565425,0.008612092236784719
174,7.368028402328491,179.7098995003694,176.519364791334,0.5909996628761292,OK,neutral,neutral,0.0012642864999773667,-0.015172991325577248,0.12642864999773668,-1.5172991325577248,0.12642864999773668,1.5172991325577248,0.589390218257904,0.010278200006426985
175,7.41681694984436,179.74514924046068,176.62510720822675,0.5906007587909698,OK,neutral,neutral,0.0011104585966230191,-0.014712221413492417,0.11104585966230192,-1.4712221413492417,0.11104585966230192,1.4712221413492417,0.5897008691515241,0.008345838894232571
176,7.451479196548462,179.735452764633,176.8415991950882,0.5903760492801666,OK,neutral,neutral,0.0011526159122099474,-0.013768136543297393,0.11526159122099475,-1.3768136543297393,0.11526159122099475,1.3768136543297393,0.590038878577096,0.0047859319389083055
177,7.490813255310059,179.7340253975549,177.30556698989568,0.5896648168563843,OK,neutral,neutral,0.0011586530151796988,-0.011744716950916787,0.11586530151796988,-1.1744716950916787,0.11586530151796988,1.1744716950916787,0.5900054872035979,-0.0037500562872399
178,7.525535821914673,179.74123215301202,177.55247522968915,0.5894657075405121,OK,neutral,neutral,0.0011272487387961746,-0.010668391416038025,0.11272487387961747,-1.0668391416038026,0.11272487387961747,1.0668391416038026,0.5897863507270812,-0.0063110679291663516
