frame,time_s,side,facing_direction,knee_internal_angle_deg,knee_flexion_deg,hip_internal_angle_deg,hip_flexion_deg,trunk_flexion_deg,ankle_internal_angle_deg,ankle_dorsiflexion_deg,foot_inclination_deg,foot_inclination_relative_deg,visibility,visibility_min
128,6.72264289855957,left,left,178.8811728595409,1.1188271404591035,174.7043532334999,-5.295646766500113,-3.90484215886012,87.14500763761686,6.229279535200931,-0.34536061428405845,-4.661100543759943,OK,0.8990439176559448
129,6.764882326126099,left,left,175.07080684135445,4.929193158645546,177.40925179398417,-2.5907482060158316,-3.387201864238603,85.68134129898988,7.6929458738279095,-0.18591920058735406,-4.501659130063246,OK,0.8950070738792419
130,6.809885501861572,left,left,173.01810305837196,6.981896941628037,179.029102151537,-0.9708978484630109,-3.0228748874839733,85.51451589825544,7.859771274562348,0.4444358008625195,-3.8713041286133603,OK,0.8913598656654358
131,6.859696388244629,left,left,168.68579347475324,11.31420652524676,176.187187509886,3.8128124901139984,-1.4480008532257833,84.50256010708962,8.871727065728166,0.555953288996596,-3.759786640479291,OK,0.8890387415885925
132,6.896206617355347,left,left,166.37354418499874,13.626455815001265,173.69162398733653,6.308376012663473,-0.6340723039059286,84.08104498605942,9.293242186758363,0.7650524844912708,-3.550687444984618,OK,0.8866479396820068
133,6.9351887702941895,left,left,165.03246692165615,14.967533078343848,172.46891001599118,7.5310899840088155,-0.24010793167272232,84.70497189060184,8.669315282215948,1.9013070532641678,-2.4144328762117198,OK,0.8867128491401672
134,6.978524208068848,left,left,164.82493479159925,15.175065208400753,171.9381822083552,8.061817791644813,0.032990078734216305,85.4940539277617,7.88023324505609,2.6402914232518606,-1.6754485062240292,OK,0.8870986700057983
135,7.027777671813965,left,left,163.4108076126056,16.589192387394405,170.5350860366299,9.464913963370094,0.4943212974343131,85.28478369935834,8.089503473459445,2.903383420816973,-1.4123565086589167,OK,0.8891598582267761
136,7.061907529830933,left,left,162.82222875223167,17.177771247768334,169.56237659200983,10.437623407990174,0.9681310232876921,85.55952022444335,7.814766948374441,3.2677990875091796,-1.0479408419666925,OK,0.8918420076370239
137,7.101312875747681,left,left,160.7546837388574,19.24531626114259,167.56945930543174,12.430540694568265,1.5077039442931002,84.96295415233249,8.411333020485301,3.2854336631999166,-1.0303062662759714,OK,0.8944995999336243
138,7.136109113693237,left,left,160.3259072953095,19.67409270469051,167.14645910888177,12.853540891118229,1.6538968244387038,85.37812322529096,7.996163947526824,3.85257186330195,-0.46316806617392103,OK,0.8958382606506348
139,7.1796839237213135,left,left,154.130085609219,25.86991439078099,161.61078397753906,18.389216022460943,3.0419067839134764,83.69599483537426,9.678292337443523,4.218599987607762,-0.09713994186810737,OK,0.8951389193534851
140,7.230583667755127,left,left,150.5373892817662,29.462610718233805,158.35936138625573,21.640638613744272,3.9924973447781316,86.66199002820059,6.712297144617196,8.476459477468271,4.160719547992386,OK,0.897424578666687
141,7.271501064300537,left,left,148.9113137827125,31.08868621728749,156.13899178955742,23.861008210442577,4.850160110198068,86.71475523783079,6.659531934987001,8.792593354873757,4.476853425397877,OK,0.9010046124458313
142,7.325439214706421,left,left,145.928334581065,34.071665418935,153.34955517630564,26.650444823694357,5.7796652728937135,86.16301587901428,7.211271293803506,9.363901747148624,5.048161817672735,OK,0.9045108556747437
143,7.371181488037109,left,left,145.21181059552296,34.78818940447704,152.39400747411585,27.605992525884147,6.131319554935558,84.4535826919332,8.92070448088458,7.7670991254616615,3.4513591959857877,OK,0.9095105528831482
144,7.422718524932861,left,left,144.1777752778029,35.82222472219709,150.87303411115428,29.126965888845717,6.825924936323177,82.87805323932356,10.496233933494224,6.399237008998101,2.083497079522232,OK,0.9142376184463501
145,7.484863996505737,left,left,143.29549419630456,36.70450580369544,149.68557867605733,30.314421323942668,7.267963437275628,82.45263973061529,10.921647442202499,6.110687647643685,1.7949477181678049,OK,0.9190009832382202
146,7.535624742507935,left,left,136.92119659271063,43.07880340728937,143.86136970833883,36.13863029166117,8.506014674715832,82.99081550329909,10.383471669518698,8.437003293643103,4.12126336416722,OK,0.9225229620933533
147,7.585411787033081,left,left,132.10701867039637,47.89298132960363,139.07515918981449,40.924840810185515,9.47754656007401,82.53256487768816,10.841722295129628,8.978251957180268,4.662512027704395,OK,0.9270102381706238
148,7.634122848510742,left,left,131.0107344168166,48.989265583183396,137.4222091035747,42.57779089642531,10.403717664456234,82.75965770918339,10.614629463634401,9.5748500603977,5.259110130921812,OK,0.9321111440658569
149,7.677901268005371,left,left,128.96466085632395,51.035339143676055,135.42984684976628,44.57015315023372,11.055633551676937,79.9612094928139,13.413077680003894,7.482029037933166,3.1662891084572777,OK,0.936435341835022
150,7.726606369018555,left,left,128.54992468361849,51.450075316381515,134.6172052888278,45.38279471117221,11.796891052100017,79.39110239964452,13.983184773173264,7.255274056953867,2.939534127477998,OK,0.9409817457199097
151,7.780275344848633,left,left,126.20870120853112,53.791298791468876,133.24057333108672,46.75942666891328,11.700703150989327,78.19430346778469,15.179983705033095,6.926878741329611,2.6111388118537207,OK,0.9454431533813477
152,7.827980995178223,left,left,126.3824146165304,53.6175853834696,133.29396945731241,46.706030542687586,11.864590189515432,78.17333321974203,15.200953953075754,6.949478250039472,2.6337383205635945,OK,0.9493504166603088
153,7.87731146812439,left,left,124.17225895978831,55.82774104021169,130.67329330805424,49.32670669194576,12.749276232727045,77.46814319166437,15.90614398115342,6.718453772657316,2.4027138431814308,OK,0.9528634548187256
154,7.930740594863892,left,left,121.11141529742955,58.888584702570455,127.30931420880889,52.690685791191115,13.593028924866294,76.630234427841,16.744052744976784,6.421162264086647,2.105422334610779,OK,0.9566458463668823
155,7.973247528076172,left,left,120.85236965184826,59.147630348151736,125.95998484418288,54.040015155817116,14.65864796148747,76.93954106593854,16.434746106879246,6.705804219760637,2.390064290284755,OK,0.9600895047187805
156,8.019171476364136,left,left,118.47512172958818,61.52487827041182,123.26996921617301,56.73003078382699,15.281581447528247,77.52995250219229,15.8443346706255,7.606381436305354,3.2906415068294734,OK,0.9630492329597473
157,8.075775623321533,left,left,118.05056503827643,61.94943496172357,122.59981812523407,57.400181874765934,15.699104189941078,77.35834814166414,16.01593903115365,7.6067054185628455,3.2909654890869717,OK,0.9649930000305176
158,8.131402492523193,left,left,113.61585038458583,66.38414961541417,118.74263663357294,61.25736336642706,16.05775291317301,73.72009025129806,19.654196921519727,4.90462941345818,0.5888894839822854,OK,0.9658840298652649
159,8.186499834060669,left,left,111.82729011110794,68.17270988889206,116.93837707626405,63.06162292373595,16.762479543761803,72.64993196393272,20.724355208885072,4.523498472850638,0.20775854337475153,OK,0.9660652279853821
160,8.238277912139893,left,left,111.31619021522322,68.68380978477678,116.5495280253704,63.45047197462959,17.26557923458684,71.77152365499808,21.60276351781971,4.270440699732126,-0.04529922974376177,OK,0.9660016298294067
161,8.28466010093689,left,left,109.21207839310652,70.78792160689348,113.83701995714499,66.16298004285501,18.30562822007403,71.45790221691365,21.916384955904135,4.388472001026157,0.07273207155026284,OK,0.9661299586296082
162,8.339746475219727,left,left,108.60648241542869,71.39351758457131,113.36675311813039,66.63324688186961,18.469969066411334,71.5922445318224,21.782042640995385,4.822484300935423,0.506744371459547,OK,0.965890109539032
163,8.381958723068237,left,left,101.04265514512106,78.95734485487894,108.09299566421542,71.90700433578458,18.248734906523964,69.7988522531519,23.57543491966588,5.097927678770251,0.7821877492943656,OK,0.9662438631057739
164,8.43678879737854,left,left,97.90661841048134,82.09338158951866,104.82268995800888,75.17731004199112,18.93481111469138,70.26184802655389,23.112439146263895,6.11273068877282,1.796990759296932,OK,0.9651477336883545
165,8.486770153045654,left,left,98.41160792349818,81.58839207650182,104.63331207674482,75.36668792325518,19.736031007889117,71.31147694570312,22.062810227114667,7.2692121068388555,2.9534721773629826,OK,0.9649702310562134
166,8.527525186538696,left,left,95.31897208193274,84.68102791806726,101.3963165771637,78.6036834228363,20.571957453293745,70.98089906073778,22.393388112080004,7.6302010092625,3.3144610797866108,OK,0.9658979773521423
167,8.577113151550293,left,left,94.83390476906646,85.16609523093354,101.22118951109468,78.77881048890532,20.30959424641757,71.2202618149672,22.154025357850585,7.917140803412982,3.6014008739371093,OK,0.9662619829177856
168,8.634004831314087,left,left,92.15094907764596,87.84905092235404,98.37034909957818,81.62965090042182,20.67559140884582,71.47144291238908,21.902844260428708,8.36643434316712,4.050694413691247,OK,0.9655548930168152
169,8.69031834602356,left,left,92.10402177993872,87.89597822006128,98.2659911884168,81.7340088115832,20.92436939134477,71.53807708541706,21.83621008740073,8.624415885239904,4.308675955764016,OK,0.9655393362045288
170,8.732006072998047,left,left,87.72931914768131,92.27068085231869,94.11277974523995,85.88722025476005,20.996811484728966,71.32130895444841,22.052978218369375,8.701581036736014,4.38584110726012,OK,0.9643822312355042
171,8.785609006881714,left,left,86.37314392326793,93.62685607673207,93.28854291985955,86.71145708014045,20.91077755924049,71.3596264945802,22.01466067823759,9.1858030504123,4.870063120936408,OK,0.96399986743927
172,8.84755825996399,left,left,85.86406357455867,94.13593642544133,93.04263391793312,86.95736608206688,20.95470540863961,78.84639855134134,14.52788862147645,16.9796743033554,12.663934373879528,OK,0.9647790193557739
173,8.89200234413147,left,left,84.2360787332162,95.7639212667838,91.23054256961626,88.76945743038374,21.03103008579994,79.77135641182761,13.602930760990176,17.796850334027614,13.481110404551742,OK,0.9654574394226074
174,8.954072713851929,left,left,85.04258228189846,94.95741771810154,90.9441575042957,89.0558424957043,21.554352888806775,80.58448031555095,12.78980685726684,18.040408426754965,13.724668497279083,OK,0.9663302302360535
175,9.00763988494873,left,left,86.7479552886019,93.2520447113981,92.6320607361576,87.3679392638424,21.512019258568547,78.12546797542973,15.248819197388059,15.52159268155396,11.205852752078073,OK,0.9657055735588074
176,9.059655666351318,left,left,88.69447022394529,91.30552977605471,95.58071173805051,84.41928826194949,20.25377304052393,76.97073489666822,16.40355227614957,14.110749451297362,9.79500952182147,OK,0.967465877532959
177,9.106881380081177,left,left,89.02085770352338,90.97914229647662,96.17053021788843,83.82946978211157,19.94753765199093,76.69965452016422,16.67463265265357,13.796864686520188,9.481124757044313,OK,0.968806803226471
178,9.15676999092102,left,left,102.15179959206644,77.84820040793356,109.24817212985755,70.75182787014245,19.232864305379497,77.07626104728382,16.298026125533966,13.405497890454434,9.089757960978545,OK,0.9698050618171692
179,9.19620943069458,left,left,103.34169739871226,76.65830260128774,110.83681666107273,69.16318333892727,18.29275792261981,77.06912337431683,16.305163798500956,12.85700055929711,8.541260629821238,OK,0.9707131385803223
180,9.250837564468384,left,left,122.48022901741034,57.51977098258966,127.9120287079808,52.087971292019205,15.64898506624891,80.82570358697718,12.548583585840603,11.906488343796553,7.590748414320672,OK,0.9711794853210449
181,9.301567792892456,left,left,133.34352692141925,46.656473078580746,137.3538792390644,42.64612076093559,12.885496021766892,85.12739610065029,8.2468910721675,12.023244440062332,7.70750451058646,OK,0.9714715480804443
182,9.351545810699463,left,left,134.55634665490822,45.443653345091775,138.93057762103166,41.06942237896834,11.611365420683626,85.49336590884587,7.8809212639719135,11.478962295652916,7.163222366177024,OK,0.9717437028884888
183,9.395332098007202,left,left,153.34766691977268,26.652333080227322,155.63198356777175,24.368016432228245,7.3963917667459596,90.66696015660904,2.707327016208751,10.347668571354035,6.031928641878153,OK,0.9713208675384521
184,9.44843864440918,left,left,156.79680156064478,23.20319843935522,160.35282817153393,19.64717182846607,5.404677868967996,91.35745974790969,2.016827424908101,10.318164227766838,6.002424298290947,OK,0.969567060470581
185,9.492521047592163,left,left,168.08300188777932,11.916998112220682,170.69924941432942,9.300750585670585,2.7710820483148795,94.89846049156277,-1.5241733187449853,10.285790066427742,5.970050136951869,OK,0.9690161943435669
186,9.545434951782227,left,left,170.1942146031216,9.805785396878406,174.12006497199482,5.879935028005178,0.9650905501705155,96.0550458308566,-2.680758658038812,10.945986749900346,6.630246820424475,OK,0.9657739400863647
187,9.591228485107422,left,left,175.47327860143358,4.526721398566423,178.8007892409899,1.1992107590101,-0.5043730848893975,96.7703784356735,-3.3960912628557196,9.593515990340464,5.277776060864596,OK,0.9610652327537537
188,9.636998176574707,left,left,177.51466756859494,2.4853324314050553,177.5423315565812,-2.457668443418811,-2.14317616247868,96.35006372771458,-2.9757765548967967,9.149888440059762,4.834148510583873,OK,0.9555308222770691
189,9.681636810302734,left,left,177.8743567012012,2.125643298798792,177.07771456874568,-2.9222854312543234,-2.3101262898016572,96.66645551622096,-3.2921683434031763,9.404257956472446,5.088518026996553,OK,0.950583279132843
190,9.740713357925415,left,left,176.67653889255084,3.3234611074491625,176.61145996034531,-3.3885400396546856,-3.016824199476627,94.44379831589026,-1.069511143072475,8.138975263517503,3.8232353340416125,OK,0.9461792707443237
191,9.778994083404541,left,left,176.88541318528593,3.114586814714073,176.19874513599848,-3.801254864001521,-3.079398054906789,93.46077214863877,-0.08648497582098003,7.297215772447576,2.9814758429716903,OK,0.9399151802062988
192,9.825079917907715,left,left,177.14436386226873,2.855636137731267,176.4178017255977,-3.5821982744022876,-2.815262376969567,92.88849429760062,0.4857928752171716,6.511066332764587,2.1953264032887034,OK,0.9314388632774353
193,9.88906717300415,left,left,176.79944024391355,3.2005597560864487,176.7818230172735,-3.2181769827265043,-2.656892535072505,91.44674504860673,1.9275421242110582,5.208589252347196,0.8928493228713137,OK,0.9222083687782288
194,9.9208664894104,left,left,177.37441623217578,2.6255837678242244,176.35853798799957,-3.6414620120004315,-2.7114098306390755,90.50755558046981,2.866731592347975,4.0631915296554,-0.2525483998204834,OK,0.9168412685394287
195,9.975187063217163,left,left,177.19337241462853,2.806627585371473,176.37079179714223,-3.629208202857768,-2.806687832639254,89.76369266314208,3.610594509675707,3.3928406187320763,-0.9228993107438157,OK,0.9106200933456421
196,10.02025318145752,left,left,177.2170318606065,2.782968139393489,176.39865335969716,-3.601346640302836,-2.8141287465940277,89.54413574965189,3.8301514231659013,3.1143217827541996,-1.201418146721693,OK,0.9055443406105042
197,10.058170557022095,left,left,176.81851736422345,3.181482635776547,176.75976304153997,-3.240236958460031,-2.7632188763987067,89.1111358721021,4.263151300715691,2.769636589939982,-1.5461033395359038,OK,0.9023094177246094
198,10.099761962890625,left,left,176.71479933597024,3.285200664029759,176.88233117695256,-3.1176688230474383,-2.7678175113543246,88.22665802825864,5.147629144559147,1.8617100039815009,-2.454029925494382,OK,0.8992388248443604
199,10.152899265289307,left,left,175.52328605254576,4.476713947454243,178.21626477638645,-1.7837352236135473,-2.3237131467433607,87.61301522718816,5.76127194562963,1.5497512515126324,-2.765988677963236,OK,0.8934095501899719
200,10.20021939277649,left,left,174.54750177513645,5.452498224863547,179.4006339223,-0.5993660777000116,-1.9138642452013297,87.53662604357206,5.837661129245731,1.6746261009342858,-2.6411138285415916,OK,0.8884457945823669
201,10.241740465164185,left,left,170.96088816039784,9.039111839602157,177.6677819299117,2.332218070088288,-1.250672797395753,86.53427942918212,6.840007743635667,1.9905004013002396,-2.3252395281756435,OK,0.8866510987281799
202,10.292088985443115,left,left,169.3153196014225,10.684680398577513,176.17896902150105,3.8210309784989533,-0.8879158775531709,86.10270930350067,7.271577869317113,2.078442846026069,-2.2372970834498176,OK,0.8849769830703735
203,10.327934503555298,left,left,162.9020556733769,17.097944326623093,168.02093266092623,11.979067339073765,1.9726466580996833,85.17703962634667,8.197247546471118,2.268563271995662,-2.0471766574802075,OK,0.8850411772727966
204,10.377182006835938,left,left,158.44753211037977,21.55246788962023,163.88872534831913,16.111274651680873,2.8138406948637886,84.87597160753721,8.498315565280578,3.13100554034033,-1.1847343891355422,OK,0.8849681615829468
205,10.422580003738403,left,left,156.48647073380604,23.513529266193956,162.36474297245766,17.635257027542337,3.0974987732068904,86.12752503587764,7.2467621369401485,5.10329604773616,0.7875561182602837,OK,0.8863887190818787
206,10.45799994468689,left,left,152.2646238349773,27.7353761650227,158.7979743689606,21.20202563103939,3.773060773289313,86.72324964529594,6.651037527521851,7.029660952568543,2.7139210230926665,OK,0.8903597593307495
207,10.501388788223267,left,left,150.9341122769148,29.06588772308521,157.72827463275095,22.271725367249047,4.03137697095551,86.74727808276795,6.627009090049839,7.572817409559646,3.257077480083751,OK,0.8955318331718445
208,10.543046474456787,left,left,148.18097575658598,31.81902424341402,155.13159540069165,24.86840459930835,4.8074432557524664,86.1638198131937,7.21046735962409,7.921882713051831,3.6061427835759616,OK,0.9015452861785889
209,10.59015679359436,left,left,148.43430436721195,31.56569563278805,154.8993769758192,25.100623024180805,5.084689026135726,85.54425980805563,7.830027364762159,7.094021442798609,2.7782815133227245,OK,0.9067069292068481
210,10.640758275985718,left,left,146.9458058607812,33.054194139218794,152.9852472264249,27.01475277357511,5.79874282045318,84.47647184052447,8.89781533229332,6.314656026621347,1.998916097145468,OK,0.9109203219413757
211,10.68452787399292,left,left,145.6343594279448,34.36564057205521,151.78520263480542,28.214797365194585,6.140401439831386,86.171868183996,7.20241898882179,8.46311283068802,4.147372901212151,OK,0.9154521226882935
212,10.726629734039307,left,left,139.35573287356468,40.644267126435324,145.6071181842411,34.3928818157589,7.267285514164774,87.58784914705507,5.78643802576272,11.106519971896274,6.79078004242038,OK,0.919940710067749
213,10.772348880767822,left,left,134.81866340936847,45.18133659063153,142.5112620804153,37.48873791958471,7.456592997848658,85.64807625591581,7.726210916901977,10.797267924811289,6.481527995335398,OK,0.9246450066566467
214,10.813549518585205,left,left,134.0125409428596,45.9874590571404,141.7427354726948,38.25726452730521,7.995432172965583,85.49239066302268,7.881896509795112,11.218017365823417,6.902277436347532,OK,0.9297162890434265
215,10.857204675674438,left,left,130.9188513198936,49.081148680106395,139.2500203055241,40.74997969447591,8.50168441060583,82.89011828740044,10.484168885417347,9.72297168363676,5.407231754160875,OK,0.9342124462127686
216,10.89911937713623,left,left,130.62052852684477,49.379471473155235,138.7194588372093,41.28054116279071,9.016227957525837,80.54030018028082,12.833986992536964,7.655458448171185,3.3397185186952925,OK,0.9383347034454346
217,10.950366735458374,left,left,128.3312848937781,51.668715106221896,135.90658070083347,44.09341929916653,9.753061338326418,77.87917226306683,15.495114909750953,5.207529408448628,0.8917894789727541,OK,0.9420942068099976
218,11.000967741012573,left,left,128.19624691218533,51.80375308781467,135.6554362911054,44.34456370889461,10.010928005179077,77.4072836755045,15.967003497313286,4.877401059603641,0.5616611301277601,OK,0.94565349817276
219,11.03941035270691,left,left,126.4747065123355,53.5252934876645,134.171650242975,45.828349757024995,10.290789702130487,76.53491424066434,16.839372932153452,4.522647673434305,0.20690774395842482,OK,0.9492811560630798
220,11.086852073669434,left,left,126.30549292709894,53.69450707290106,133.78033401422311,46.219665985776885,10.497227657241844,75.74099148729525,17.63329568552254,3.71306023166126,-0.6026796978146081,OK,0.9525969624519348
221,11.124516010284424,left,left,123.67465627398039,56.32534372601961,131.0545714537419,48.945428546258114,11.089857248020904,75.05116521629097,18.32312195652682,3.520937644073352,-0.7948022854025396,OK,0.9558086395263672
222,11.173119306564331,left,left,120.57184368610973,59.42815631389027,127.33056312291913,52.66943687708087,12.08131671640997,76.01714509814933,17.35714207466846,4.857181251368684,0.5414413218927905,OK,0.9588127136230469
223,11.217817544937134,left,left,120.26400751005036,59.73599248994964,126.17321713310834,53.82678286689166,12.991501560220165,77.47120079191767,15.90308638090012,6.371911975195814,2.056172045719933,OK,0.9618987441062927
224,11.257068157196045,left,left,118.27800909005019,61.72199090994981,123.56245220954685,56.43754779045315,14.081532327789768,76.99271573942397,16.381571433393816,6.35869118671039,2.042951257234506,OK,0.9646109938621521
225,11.298903942108154,left,left,118.18061335698275,61.81938664301725,123.04518460493468,56.954815395065324,14.724626132542005,76.73272022401409,16.6415669488037,6.321917604508007,2.00617767503212,OK,0.966680645942688
226,11.352521657943726,left,left,116.85141163138726,63.148588368612735,121.04573273485019,58.95426726514981,15.463093327763143,77.26761175293866,16.106675419879124,6.925026184164712,2.60928625468884,OK,0.9683159589767456
227,11.412449836730957,left,left,116.70896354908253,63.291036450917474,120.96597042354352,59.034029576456476,15.577632207803338,75.52165691760923,17.852630255208553,5.356295999873578,1.0405560703976846,OK,0.9686070084571838
228,11.471764087677002,left,left,115.05959352055723,64.94040647944277,119.63361179107862,60.36638820892138,15.88726916421095,74.80387275103237,18.570414421785415,5.26516018576473,0.9494202562888461,OK,0.9685879349708557
229,11.519661664962769,left,left,108.86514952425587,71.13485047574413,114.4554658344741,65.5445341655259,16.39505102601007,73.48733843136218,19.886948741455612,5.472705767590478,1.156965838114587,OK,0.9680607318878174
230,11.564772129058838,left,left,107.3160323972456,72.6839676027544,113.01639169457972,66.98360830542028,16.983829750513188,72.41723693932953,20.95705023348826,5.101425987176817,0.7856860577009286,OK,0.9685242772102356
231,11.619494438171387,left,left,105.80621908526456,74.19378091473544,110.54450799500626,69.45549200499374,18.080786599611415,72.32269709729192,21.051590075525866,5.141772606645046,0.8260326771691666,OK,0.9683863520622253
232,11.670047283172607,left,left,105.58725258653516,74.41274741346484,109.47103734936826,70.52896265063174,19.01830939409045,72.14099117686665,21.23329599595114,5.043085333790212,0.7273454043143204,OK,0.9688831567764282
233,11.706884860992432,left,left,100.05070037724647,79.94929962275353,104.14344623448754,75.85655376551246,19.440092361183318,73.2587807156817,20.115506457136092,6.791618934106062,2.4758790046301726,OK,0.9681627750396729
234,11.761725187301636,left,left,94.3320870629755,85.6679129370245,98.61764348034875,81.38235651965125,20.203445523865327,72.53905154255467,20.835235630263114,7.028053483793246,2.712313554317376,OK,0.9687068462371826
235,11.801751375198364,left,left,94.19430166120686,85.80569833879314,98.6556113618472,81.3443886381528,20.50978644528891,72.74469035489395,20.62959681792384,7.715786500823197,3.4000465713473034,OK,0.9678926467895508
236,11.847862958908081,left,left,91.0056396557644,88.9943603442356,95.43804337794386,84.56195662205614,20.644268977792247,72.52591100237821,20.84837617043958,7.602583702349914,3.286843772874022,OK,0.9688291549682617
237,11.910584211349487,left,left,88.7931938100292,91.2068061899708,93.86983361941785,86.13016638058215,20.60590372464905,72.57820635777466,20.796080815043126,8.260749891812372,3.945009962336485,OK,0.9672427177429199
238,11.951857328414917,left,left,87.86299857096303,92.13700142903697,93.02203818500888,86.97796181499112,20.839752037300173,72.11747956379327,21.25680760902452,8.116271215139282,3.8005312856633964,OK,0.9654868245124817
239,11.991373062133789,left,left,88.18283860591505,91.81716139408495,93.04514348595607,86.95485651404393,21.101954953186194,72.23873822309248,21.135548949725305,8.202998056319702,3.887258126843818,OK,0.9644719362258911
240,12.032069444656372,left,left,85.38821992302495,94.61178007697505,90.11003275467868,89.88996724532132,21.4086828516009,72.25910892932734,21.115178243490448,8.389604612581971,4.0738646831060805,OK,0.964688777923584
241,12.088042259216309,left,left,85.88368960727072,94.11631039272928,90.07600710473314,89.92399289526686,21.733457597288464,72.40568104908414,20.96860612373365,8.33145614383501,4.0157162143591165,OK,0.9653328061103821
242,12.131161451339722,left,left,84.64686885512339,95.35313114487661,88.15058727500563,91.84941272499437,22.295639298634587,72.8480454511297,20.52624172168808,8.647403169646518,4.331663240170627,OK,0.9655818343162537
243,12.176191091537476,left,left,86.28901307765676,93.71098692234324,89.57231489228484,90.42768510771516,22.321187141256836,72.8033540004093,20.570933172408488,8.407842956294218,4.092103026818336,OK,0.9640493392944336
244,12.230084896087646,left,left,86.75506746315016,93.24493253684984,90.06928764451727,89.93071235548273,22.184956180783242,72.57503850313653,20.799248669681262,8.074214865286871,3.7584749358109946,OK,0.9623069167137146
245,12.27077054977417,left,left,90.88080911893094,89.11919088106906,94.55640257282819,85.44359742717181,21.712463598612626,72.32136303320455,21.05292413961324,7.709420085714432,3.3936801562385597,OK,0.9632478952407837
246,12.322447299957275,left,left,104.10394396610724,75.89605603389276,108.39875267660611,71.60124732339389,19.9610960523791,73.72080780304651,19.653479369771276,7.976712565924462,3.6609726364485766,OK,0.9648632407188416
247,12.366575241088867,left,left,104.51094442629685,75.48905557370315,108.8678216605432,71.1321783394568,19.744770394056165,74.55231405192103,18.821973120896757,8.653961680223528,4.3382217507476355,OK,0.9662126302719116
248,12.415067911148071,left,left,104.05803118983255,75.94196881016745,108.69142324492387,71.30857675507613,19.42461049553322,74.77453586087408,18.599751311943706,8.832538411498607,4.516798482022722,OK,0.9673097729682922
249,12.468019247055054,left,left,126.51726854139231,53.48273145860769,127.21707593181668,52.78292406818332,17.09635390132593,80.93601393187824,12.438273240939552,8.732175223628527,4.416435294152649,OK,0.9685419201850891
250,12.512058973312378,left,left,140.75092152431057,39.24907847568943,139.84378197689514,40.156218023104856,13.008359781638966,88.482403372492,4.891883800325786,10.58362360671554,6.267883677239666,OK,0.9690276980400085
251,12.553781509399414,left,left,141.98788858651068,38.01211141348932,141.7404971903136,38.25950280968641,11.556506574527608,89.1295203430578,4.244766829759982,10.438635521388331,6.122895591912453,OK,0.9700740575790405
252,12.608310222625732,left,left,160.26376241549994,19.73623758450006,159.43137444718147,20.56862555281853,7.07912844835594,94.18319839476902,-0.8089112219512344,10.429938874806487,6.1141989453306,OK,0.9704453349113464
253,12.648619651794434,left,left,164.5042447384218,15.49575526157821,164.99221832954169,15.007781670458314,4.781948222647855,96.72647367379757,-3.3521865009797835,11.996395487565303,7.680655558089427,OK,0.9701490998268127
254,12.691622018814087,left,left,172.30996935913652,7.690030640863483,173.47723031417982,6.52276968582018,1.8434243636079266,97.82106010644624,-4.446772933628452,10.831745425097484,6.516005495621613,OK,0.967832088470459
255,12.75131344795227,left,left,175.71116450786906,4.288835492130943,178.15658377954995,1.8434162204500524,-0.21273190896412686,99.10267422016504,-5.728387047347255,11.335361582881806,7.01962165340592,OK,0.9634387493133545
256,12.788784503936768,left,left,176.84064748917942,3.1593525108205824,179.36044163751959,-0.6395583624804146,-1.5743267693556502,97.33897377620379,-3.9646866033859993,9.563557880149146,5.247817950673266,OK,0.9558923244476318
257,12.835637092590332,left,left,177.1842761293477,2.815723870652306,178.39694505153577,-1.6030549484642336,-2.1699100298967373,97.27854185967513,-3.9042546868573424,9.527410648894941,5.211670719419061,OK,0.9472192525863647
258,12.882721424102783,left,left,179.02260806191103,0.9773919380889708,176.63229973902693,-3.3677002609730664,-2.6094066754824157,97.66305650268322,-4.288769329865431,9.398742026262848,5.08300209678697,OK,0.939859926700592
259,12.933764219284058,left,left,179.19916478969154,0.8008352103084633,176.60579031501925,-3.3942096849807513,-2.5691568218771232,96.89704625097109,-3.5227590781532996,8.522934324383192,4.2071943949073045,OK,0.9290709495544434
260,12.972287654876709,left,left,178.77971185795778,1.2202881420422216,176.47917302645814,-3.5208269735418583,-2.789654469314546,96.0524833927926,-2.678196219974808,8.003944039062116,3.6882041095862235,OK,0.918026328086853
261,13.020143508911133,left,left,178.00671113679707,1.9932888632029346,176.95929642164305,-3.040703578356954,-2.7021959270784555,94.35064188215495,-0.9763547093371585,6.682438396636377,2.3666984671604894,OK,0.907309353351593
262,13.07613229751587,left,left,178.07364890623305,1.9263510937669537,177.05228927892227,-2.9477107210777262,-2.6293625970080226,94.06527893412917,-0.6909917613113805,6.309978151965824,1.9942382224899404,OK,0.8987922668457031
263,13.117374420166016,left,left,178.45595247210105,1.5440475278989538,175.7764883502951,-4.2235116497049034,-3.2858013550004634,94.02584811992303,-0.6515609471052386,6.50760594252644,2.1918660130505714,OK,0.8946582674980164
264,13.173604965209961,left,left,178.6575830742976,1.3424169257023948,175.399161562483,-4.600838437517012,-3.4621242160973305,92.73695351953411,0.637333653283676,5.218084666656231,0.902344737180357,OK,0.8870977163314819
265,13.217542886734009,left,left,178.44530116676103,1.554698833238973,175.69113562310835,-4.308864376891648,-3.409145937957437,92.45628621560722,0.9180009572105661,4.910703487780444,0.5949635583045563,OK,0.879379391670227
